Name,CSD_Refcode,Database_Acronym,Generic_Identity,Calculation_Type,Density,GSA,VSA,VF,PV,LCD,PLD,Source,Crystal_Structure_File_Type,Crystal_Structure_Availability,matched_not_open_in_col,OOD_flag
DEYJIC_clean,DEYJIC,CoRE 2019,Real,Machine Learning,1.26241,1137.26,1435.68,0.5344,0.423318,5.18714,3.79158,DOI: 10.5281/zenodo.3529884,CIF (P1 Symmetry),Open Source,,0
DEYJOI_clean,DEYJOI,CoRE 2019,Real,Machine Learning,1.24367,1201.22,1493.92,0.5352,0.430338,5.20142,3.64055,DOI: 10.5281/zenodo.3529885,CIF (P1 Symmetry),Open Source,,0
DEYLOJ_clean,DEYLOJ,CoRE 2019,Real,Machine Learning,3.76527,316.587,1192.03,0.4952,0.131518,7.45013,4.00626,DOI: 10.5281/zenodo.3540336,CIF (P1 Symmetry),Open Source,,1
DEYLUQ_clean,DEYLUQ,CoRE 2019,Real,Machine Learning,1.6199,603.558,977.704,0.4976,0.307179,7.28064,4.66536,DOI: 10.5281/zenodo.3529886,CIF (P1 Symmetry),Open Source,,0
DEYMOL_clean,DEYMOL,CoRE 2019,Real,Machine Learning,0.768186,2849.05,2188.6,0.7356,0.957581,10.60386,6.67891,DOI: 10.5281/zenodo.3529887,CIF (P1 Symmetry),Open Source,,0
DEYNIG_clean,DEYNIG,CoRE 2019,Real,Machine Learning,2.4194,161.184,389.97,0.4246,0.175498,4.67091,3.76726,DOI: 10.5281/zenodo.3529888,CIF (P1 Symmetry),Open Source,,0
DEYVUA_clean,DEYVUA,CoRE 2019,Real,Machine Learning,0.961151,2612.79,2511.29,0.6404,0.666284,5.3557,4.43475,DOI: 10.5281/zenodo.3529889,CIF (P1 Symmetry),Open Source,,0
DEYXIQ_clean,DEYXIQ,CoRE 2019,Real,Machine Learning,1.3149,614.927,808.565,0.498,0.378737,4.50777,3.32439,DOI: 10.5281/zenodo.3529890,CIF (P1 Symmetry),Open Source,,0
DEZCER_clean,DEZCER,CoRE 2019,Real,Machine Learning,0.940405,1104.46,1038.64,0.5742,0.610588,4.88214,3.3147,DOI: 10.5281/zenodo.3529891,CIF (P1 Symmetry),Open Source,,0
DEZKAW_clean,DEZKAW,CoRE 2019,Real,Machine Learning,0.911325,1910.06,1740.68,0.6372,0.699202,8.13146,3.74741,DOI: 10.5281/zenodo.3529892,CIF (P1 Symmetry),Open Source,,0
DEZKEA_clean,DEZKEA,CoRE 2019,Real,Machine Learning,1.44138,0.0,0.0,0.4284,0.297215,3.53736,2.42193,DOI: 10.5281/zenodo.3529893,CIF (P1 Symmetry),Open Source,,0
DIBJEF_clean,DIBJEF,CoRE 2019,Real,Machine Learning,1.76959,534.916,946.581,0.4236,0.239378,5.60649,4.70814,DOI: 10.5281/zenodo.3529894,CIF (P1 Symmetry),Open Source,,0
DIBJIJ_clean,DIBJIJ,CoRE 2019,Real,Machine Learning,1.53541,585.691,899.273,0.5054,0.329164,6.10817,4.16928,DOI: 10.5281/zenodo.3529895,CIF (P1 Symmetry),Open Source,,0
DIBPAH_clean,DIBPAH,CoRE 2019,Real,Machine Learning,1.16448,1282.56,1493.52,0.5674,0.487255,5.70136,3.62358,DOI: 10.5281/zenodo.3529896,CIF (P1 Symmetry),Open Source,,0
DIBPIP_clean,DIBPIP,CoRE 2019,Real,Machine Learning,1.2135,644.307,781.868,0.4988,0.411042,4.52354,3.33216,DOI: 10.5281/zenodo.3529897,CIF (P1 Symmetry),Open Source,,0
DIBQEM_clean,DIBQEM,CoRE 2019,Real,Machine Learning,0.80886,2331.64,1885.97,0.6836,0.84514,16.82847,3.4822,DOI: 10.5281/zenodo.3529898,CIF (P1 Symmetry),Open Source,,1
DIBQIQ_clean,DIBQIQ,CoRE 2019,Real,Machine Learning,0.777557,3045.9,2368.36,0.6702,0.86193,8.63632,7.63034,DOI: 10.5281/zenodo.3529899,CIF (P1 Symmetry),Open Source,,0
DIBQOW_clean,DIBQOW,CoRE 2019,Real,Machine Learning,0.760114,2921.23,2220.47,0.6854,0.901706,9.37426,8.42221,DOI: 10.5281/zenodo.3529900,CIF (P1 Symmetry),Open Source,,0
DIBQUC_clean,DIBQUC,CoRE 2019,Real,Machine Learning,0.754531,2944.78,2221.93,0.6746,0.894065,9.44546,8.47192,DOI: 10.5281/zenodo.3529901,CIF (P1 Symmetry),Open Source,,0
DIBWUH_clean,DIBWUH,CoRE 2019,Real,Machine Learning,1.44455,0.0,0.0,0.5128,0.35499,4.03722,2.63218,DOI: 10.5281/zenodo.3529902,CIF (P1 Symmetry),Open Source,,0
DIBWUI_clean,DIBWUI,CoRE 2019,Real,Machine Learning,1.83857,0.0,0.0,0.4298,0.233768,4.22892,2.97772,DOI: 10.5281/zenodo.3529903,CIF (P1 Symmetry),Open Source,,0
DIBXAO_clean,DIBXAO,CoRE 2019,Real,Machine Learning,1.38221,0.0,0.0,0.4844,0.350454,4.19953,2.61614,DOI: 10.5281/zenodo.3529904,CIF (P1 Symmetry),Open Source,,0
DIBXAP_clean,DIBXAP,CoRE 2019,Real,Machine Learning,1.86992,0.0,0.0,0.4274,0.228566,4.23133,3.02233,DOI: 10.5281/zenodo.3529905,CIF (P1 Symmetry),Open Source,,0
DIBXIX_clean,DIBXIX,CoRE 2019,Real,Machine Learning,1.80404,0.0,0.0,0.432,0.239463,4.25156,2.97546,DOI: 10.5281/zenodo.3529906,CIF (P1 Symmetry),Open Source,,0
DIBXOD_clean,DIBXOD,CoRE 2019,Real,Machine Learning,1.846,0.0,0.0,0.4302,0.233045,4.28457,3.02404,DOI: 10.5281/zenodo.3529907,CIF (P1 Symmetry),Open Source,,0
DICKEH_clean,DICKEH,CoRE 2019,Real,Machine Learning,0.522471,4506.73,2354.64,0.796,1.52353,12.83987,7.4101,DOI: 10.5281/zenodo.3529908,CIF (P1 Symmetry),Open Source,,1
DICVAO_clean,DICVAO,CoRE 2019,Real,Machine Learning,1.12464,1293.53,1454.75,0.5698,0.506652,6.28011,3.53464,DOI: 10.5281/zenodo.3529909,CIF (P1 Symmetry),Open Source,,0
DICVES_clean,DICVES,CoRE 2019,Real,Machine Learning,1.11373,1294.21,1441.4,0.581,0.521669,6.33441,3.59662,DOI: 10.5281/zenodo.3529910,CIF (P1 Symmetry),Open Source,,0
DICVIW_clean,DICVIW,CoRE 2019,Real,Machine Learning,1.15151,1275.6,1468.87,0.5682,0.493438,6.26495,3.45129,DOI: 10.5281/zenodo.3529911,CIF (P1 Symmetry),Open Source,,0
DIDBAV_clean,DIDBAV,CoRE 2019,Real,Machine Learning,0.92545,1609.07,1489.11,0.5874,0.634718,9.28847,5.74363,DOI: 10.5281/zenodo.3529912,CIF (P1 Symmetry),Open Source,,0
DIDBEZ_clean,DIDBEZ,CoRE 2019,Real,Machine Learning,0.929043,1609.25,1495.06,0.5892,0.634201,9.17575,5.94989,DOI: 10.5281/zenodo.3529913,CIF (P1 Symmetry),Open Source,,0
DIDBID_clean,DIDBID,CoRE 2019,Real,Machine Learning,0.925299,1629.63,1507.9,0.5938,0.641738,9.13552,5.89212,DOI: 10.5281/zenodo.3529914,CIF (P1 Symmetry),Open Source,,0
DIDBOJ_clean,DIDBOJ,CoRE 2019,Real,Machine Learning,0.920189,1635.37,1504.85,0.6036,0.655952,9.15827,5.76601,DOI: 10.5281/zenodo.3529915,CIF (P1 Symmetry),Open Source,,0
DIDDOK_clean,DIDDOK,CoRE 2019,Real,Machine Learning,0.525842,4944.37,2599.96,0.7878,1.49817,9.60031,8.17399,DOI: 10.5281/zenodo.3529916,CIF (P1 Symmetry),Open Source,,1
DIGFAC_clean,DIGFAC,CoRE 2019,Real,Machine Learning,1.6295,0.0,0.0,0.434,0.26634,4.76577,2.72998,DOI: 10.5281/zenodo.3540337,CIF (P1 Symmetry),Open Source,,0
DIHVIB_clean,DIHVIB,CoRE 2019,Real,Machine Learning,0.883073,2305.8,2036.2,0.7186,0.813749,13.27896,6.89092,DOI: 10.5281/zenodo.3529919,CIF (P1 Symmetry),Open Source,,1
DIHVIB01_clean,DIHVIB01,CoRE 2019,Real,Machine Learning,0.881735,2377.93,2096.71,0.7124,0.807952,13.18363,6.64307,DOI: 10.5281/zenodo.3529918,CIF (P1 Symmetry),Open Source,,1
DIHYUP_clean,DIHYUP,CoRE 2019,Real,Machine Learning,1.21374,0.0,0.0,0.5566,0.458582,4.79337,3.18026,DOI: 10.5281/zenodo.3540338,CIF (P1 Symmetry),Open Source,,0
DIKJUD_clean,DIKJUD,CoRE 2019,Real,Machine Learning,1.06812,970.09,1036.17,0.5198,0.486651,5.51513,4.27188,DOI: 10.5281/zenodo.3529920,CIF (P1 Symmetry),Open Source,,0
DIKPOD_clean,DIKPOD,CoRE 2019,Real,Machine Learning,1.73149,0.0,0.0,0.554,0.319956,5.23747,3.3006,DOI: 10.5281/zenodo.3529921,CIF (P1 Symmetry),Open Source,,0
DILXED_clean,DILXED,CoRE 2019,Real,Machine Learning,1.6613,0.0,0.0,0.4176,0.25137,3.9388,2.92219,DOI: 10.5281/zenodo.3529922,CIF (P1 Symmetry),Open Source,,0
DIMDAG_clean,DIMDAG,CoRE 2019,Real,Machine Learning,1.4978,0.0,0.0,0.5042,0.336626,6.94351,2.98336,DOI: 10.5281/zenodo.3529923,CIF (P1 Symmetry),Open Source,,0
DIMJUG_clean,DIMJUG,CoRE 2019,Real,Machine Learning,1.89184,0.0,0.0,0.4348,0.229829,6.00113,3.19524,DOI: 10.5281/zenodo.3529924,CIF (P1 Symmetry),Open Source,,0
DIMKER_clean,DIMKER,CoRE 2019,Real,Machine Learning,1.87611,0.0,0.0,0.45,0.239858,6.00256,3.22793,DOI: 10.5281/zenodo.3529925,CIF (P1 Symmetry),Open Source,,0
DIMKIV_clean,DIMKIV,CoRE 2019,Real,Machine Learning,1.91931,0.0,0.0,0.4424,0.2305,5.84277,3.12491,DOI: 10.5281/zenodo.3529926,CIF (P1 Symmetry),Open Source,,0
DIMKUH_clean,DIMKUH,CoRE 2019,Real,Machine Learning,1.93325,0.0,0.0,0.4382,0.226665,5.90586,3.16452,DOI: 10.5281/zenodo.3529927,CIF (P1 Symmetry),Open Source,,0
DIMQEX_clean,DIMQEX,CoRE 2019,Real,Machine Learning,0.784783,3112.78,2442.86,0.6994,0.891202,7.39727,5.65011,DOI: 10.5281/zenodo.3529928,CIF (P1 Symmetry),Open Source,,0
DIMQIB_clean,DIMQIB,CoRE 2019,Real,Machine Learning,1.06672,1956.87,2087.42,0.598,0.560599,6.20574,4.20467,DOI: 10.5281/zenodo.3540339,CIF (P1 Symmetry),Open Source,,0
DIMQOH_clean,DIMQOH,CoRE 2019,Real,Machine Learning,1.39728,0.0,0.0,0.5622,0.402354,4.68881,3.14713,DOI: 10.5281/zenodo.3529929,CIF (P1 Symmetry),Open Source,,0
DINNIZ_clean,DINNIZ,CoRE 2019,Real,Machine Learning,1.16869,1232.11,1439.96,0.5486,0.469413,5.64071,4.66315,DOI: 10.5281/zenodo.3529930,CIF (P1 Symmetry),Open Source,,0
DIPMAS_clean,DIPMAS,CoRE 2019,Real,Machine Learning,1.71391,894.368,1532.86,0.5492,0.320438,5.87796,4.78268,DOI: 10.5281/zenodo.3529931,CIF (P1 Symmetry),Open Source,,0
DIRBIP_clean,DIRBIP,CoRE 2019,Real,Machine Learning,2.47822,0.0,0.0,0.4242,0.171171,4.8713,2.89563,DOI: 10.5281/zenodo.3529932,CIF (P1 Symmetry),Open Source,,0
DIRPIF_clean,DIRPIF,CoRE 2019,Real,Machine Learning,0.867063,2057.33,1783.84,0.6398,0.737893,8.33531,6.07292,DOI: 10.5281/zenodo.3529933,CIF (P1 Symmetry),Open Source,,0
DIRPOL_clean,DIRPOL,CoRE 2019,Real,Machine Learning,0.865226,2275.65,1968.96,0.6584,0.760957,8.98193,6.24413,DOI: 10.5281/zenodo.3529934,CIF (P1 Symmetry),Open Source,,0
DIRPUR_clean,DIRPUR,CoRE 2019,Real,Machine Learning,1.75186,1057.94,1853.36,0.565,0.322514,6.56645,5.51181,DOI: 10.5281/zenodo.3540340,CIF (P1 Symmetry),Open Source,,0
DISSUU_clean,DISSUU,CoRE 2019,Real,Machine Learning,1.8659,0.0,0.0,0.5386,0.288654,5.80103,3.27505,DOI: 10.5281/zenodo.3529935,CIF (P1 Symmetry),Open Source,,0
DITJIB_clean,DITJIB,CoRE 2019,Real,Machine Learning,0.521418,3403.71,1774.76,0.8332,1.59795,20.3631,9.01147,DOI: 10.5281/zenodo.3529936,CIF (P1 Symmetry),Open Source,,1
DITJOH_clean,DITJOH,CoRE 2019,Real,Machine Learning,0.448746,4121.45,1849.48,0.824,1.83623,19.43102,8.59079,DOI: 10.5281/zenodo.3529937,CIF (P1 Symmetry),Open Source,,1
DITPED_clean,DITPED,CoRE 2019,Real,Machine Learning,1.29378,995.397,1287.83,0.555,0.428975,7.50583,5.90159,DOI: 10.5281/zenodo.3540341,CIF (P1 Symmetry),Open Source,,0
DITSIK_clean,DITSIK,CoRE 2019,Real,Machine Learning,1.9661,0.0,0.0,0.4972,0.252886,4.54299,3.27099,DOI: 10.5281/zenodo.3529938,CIF (P1 Symmetry),Open Source,,0
DITTEH_clean,DITTEH,CoRE 2019,Real,Machine Learning,1.0803,2170.15,2344.41,0.6392,0.59169,5.93254,5.15214,DOI: 10.5281/zenodo.3529939,CIF (P1 Symmetry),Open Source,,0
DITXOU_clean,DITXOU,CoRE 2019,Real,Machine Learning,1.08104,1706.51,1844.81,0.6206,0.574076,5.00365,3.53364,DOI: 10.5281/zenodo.3529940,CIF (P1 Symmetry),Open Source,,0
DITYAH_clean,DITYAH,CoRE 2019,Real,Machine Learning,1.11612,0.0,0.0,0.4374,0.391895,3.66891,2.48435,DOI: 10.5281/zenodo.3529941,CIF (P1 Symmetry),Open Source,,0
DITYEM_clean,DITYEM,CoRE 2019,Real,Machine Learning,1.84238,84.4234,155.54,0.347,0.188344,4.09318,3.46859,DOI: 10.5281/zenodo.3529942,CIF (P1 Symmetry),Open Source,,0
DITYOW_clean,DITYOW,CoRE 2019,Real,Machine Learning,1.42734,357.738,510.614,0.4866,0.340914,4.93354,4.81445,DOI: 10.5281/zenodo.3529943,CIF (P1 Symmetry),Open Source,,0
DIVGIA_clean,DIVGIA,CoRE 2019,Real,Machine Learning,1.20442,577.961,696.106,0.5032,0.417795,5.63742,3.98335,DOI: 10.5281/zenodo.3529944,CIF (P1 Symmetry),Open Source,,0
DIVMUR_clean,DIVMUR,CoRE 2019,Real,Machine Learning,2.26692,188.584,427.505,0.5082,0.224181,3.94175,3.3555,DOI: 10.5281/zenodo.3529945,CIF (P1 Symmetry),Open Source,,0
DIVNAY_clean,DIVNAY,CoRE 2019,Real,Machine Learning,1.85165,239.67,443.784,0.5106,0.275755,3.95256,3.3686,DOI: 10.5281/zenodo.3529946,CIF (P1 Symmetry),Open Source,,0
DIVNIH_clean,DIVNIH,CoRE 2019,Real,Machine Learning,2.37912,136.788,325.436,0.4552,0.191331,3.98267,3.31275,DOI: 10.5281/zenodo.3529947,CIF (P1 Symmetry),Open Source,,0
DIVPUU_clean,DIVPUU,CoRE 2019,Real,Machine Learning,1.34186,911.977,1223.75,0.5794,0.431788,5.28515,5.1054,DOI: 10.5281/zenodo.3529948,CIF (P1 Symmetry),Open Source,,0
DIVQAB_clean,DIVQAB,CoRE 2019,Real,Machine Learning,1.44249,0.0,0.0,0.5376,0.372688,4.62233,2.55902,DOI: 10.5281/zenodo.3529949,CIF (P1 Symmetry),Open Source,,0
DIVSUY_clean,DIVSUY,CoRE 2019,Real,Machine Learning,1.23081,1580.35,1945.11,0.5978,0.485697,6.25148,4.17859,DOI: 10.5281/zenodo.3529950,CIF (P1 Symmetry),Open Source,,0
DIWMON_clean,DIWMON,CoRE 2019,Real,Machine Learning,0.925424,2040.4,1888.23,0.6264,0.676879,9.50738,3.99435,DOI: 10.5281/zenodo.3529951,CIF (P1 Symmetry),Open Source,,0
DIWMUT_clean,DIWMUT,CoRE 2019,Real,Machine Learning,0.838759,2474.46,2075.47,0.641,0.764225,7.56491,5.96452,DOI: 10.5281/zenodo.3540342,CIF (P1 Symmetry),Open Source,,0
DIWNAA_clean,DIWNAA,CoRE 2019,Real,Machine Learning,0.652513,4780.12,3119.09,0.7074,1.08412,6.5178,6.18035,DOI: 10.5281/zenodo.3529952,CIF (P1 Symmetry),Open Source,,1
DIXGIC_clean,DIXGIC,CoRE 2019,Real,Machine Learning,1.07028,1302.37,1393.9,0.5458,0.509959,7.98281,4.57095,DOI: 10.5281/zenodo.3529953,CIF (P1 Symmetry),Open Source,,0
DIXJIF_clean,DIXJIF,CoRE 2019,Real,Machine Learning,1.38803,509.624,707.374,0.4404,0.317284,5.41302,3.5973,DOI: 10.5281/zenodo.3529954,CIF (P1 Symmetry),Open Source,,0
DIXKOL_clean,DIXKOL,CoRE 2019,Real,Machine Learning,1.41392,935.139,1322.21,0.5174,0.365933,7.1658,4.7152,DOI: 10.5281/zenodo.3529955,CIF (P1 Symmetry),Open Source,,0
DIXNUV_clean,DIXNUV,CoRE 2019,Real,Machine Learning,1.5661,0.0,0.0,0.4868,0.310835,4.05204,3.25197,DOI: 10.5281/zenodo.3540343,CIF (P1 Symmetry),Open Source,,0
DIXNUV01_clean,DIXNUV01,CoRE 2019,Real,Machine Learning,1.3069,0.0,0.0,0.4948,0.378606,4.04469,3.22401,DOI: 10.5281/zenodo.3529956,CIF (P1 Symmetry),Open Source,,0
DIYKAZ_clean,DIYKAZ,CoRE 2019,Real,Machine Learning,1.7281,217.879,376.515,0.374,0.216423,4.37543,3.51099,DOI: 10.5281/zenodo.3529957,CIF (P1 Symmetry),Open Source,,0
DIYKED_clean,DIYKED,CoRE 2019,Real,Machine Learning,1.64821,286.037,471.45,0.4054,0.245963,4.3222,3.9714,DOI: 10.5281/zenodo.3529958,CIF (P1 Symmetry),Open Source,,0
DIYTEM_clean,DIYTEM,CoRE 2019,Real,Machine Learning,1.27196,1177.39,1497.59,0.5676,0.446239,5.54342,3.85621,DOI: 10.5281/zenodo.3529959,CIF (P1 Symmetry),Open Source,,0
DIYWIT_clean,DIYWIT,CoRE 2019,Real,Machine Learning,1.50339,0.0,0.0,0.474,0.315288,4.4733,2.49109,DOI: 10.5281/zenodo.3529960,CIF (P1 Symmetry),Open Source,,0
DIZQOT_clean,DIZQOT,CoRE 2019,Real,Machine Learning,1.59075,0.0,0.0,0.4054,0.254849,3.46252,2.72478,DOI: 10.5281/zenodo.3529961,CIF (P1 Symmetry),Open Source,,0
DIZVAK_clean,DIZVAK,CoRE 2019,Real,Machine Learning,1.15636,1791.62,2071.75,0.639,0.552597,8.12516,5.69593,DOI: 10.5281/zenodo.3540344,CIF (P1 Symmetry),Open Source,,0
DOCKOW_clean,DOCKOW,CoRE 2019,Real,Machine Learning,1.38513,534.72,740.657,0.4578,0.330511,6.92307,5.14701,DOI: 10.5281/zenodo.3529962,CIF (P1 Symmetry),Open Source,,0
DODGOU_clean,DODGOU,CoRE 2019,Real,Machine Learning,0.866975,1552.48,1345.96,0.6712,0.774186,12.12456,10.71071,DOI: 10.5281/zenodo.3540345,CIF (P1 Symmetry),Open Source,,1
DODGUA_clean,DODGUA,CoRE 2019,Real,Machine Learning,0.734592,2584.15,1898.3,0.7218,0.982586,12.58608,11.39753,DOI: 10.5281/zenodo.3529963,CIF (P1 Symmetry),Open Source,,1
DODHUA_clean,DODHUA,CoRE 2019,Real,Machine Learning,1.56359,0.0,0.0,0.423,0.27053,3.82979,2.64299,DOI: 10.5281/zenodo.3529964,CIF (P1 Symmetry),Open Source,,0
DODMIT_clean,DODMIT,CoRE 2019,Real,Machine Learning,1.55856,868.3,1353.3,0.5366,0.344293,7.01246,4.52059,DOI: 10.5281/zenodo.3529965,CIF (P1 Symmetry),Open Source,,0
DOFREW_clean,DOFREW,CoRE 2019,Real,Machine Learning,2.02314,0.0,0.0,0.3782,0.186937,5.24822,3.09425,DOI: 10.5281/zenodo.3540346,CIF (P1 Symmetry),Open Source,,0
DOFTID_clean,DOFTID,CoRE 2019,Real,Machine Learning,0.91345,2819.83,2575.78,0.7676,0.84033,8.70669,6.70952,DOI: 10.5281/zenodo.3540347,CIF (P1 Symmetry),Open Source,,0
DOFTOJ_clean,DOFTOJ,CoRE 2019,Real,Machine Learning,0.858615,3053.27,2621.58,0.7534,0.87746,8.39259,6.42224,DOI: 10.5281/zenodo.3540348,CIF (P1 Symmetry),Open Source,,0
DOGBAE_clean,DOGBAE,CoRE 2019,Real,Machine Learning,0.55407,2780.13,1540.39,0.8362,1.5092,25.81792,14.43274,DOI: 10.5281/zenodo.3540349,CIF (P1 Symmetry),Open Source,,1
DOGMET_clean,DOGMET,CoRE 2019,Real,Machine Learning,1.8068,344.051,621.631,0.4322,0.239208,4.99101,3.50509,DOI: 10.5281/zenodo.3529966,CIF (P1 Symmetry),Open Source,,0
DOGZIJ_clean,DOGZIJ,CoRE 2019,Real,Machine Learning,1.20751,683.499,825.332,0.5016,0.4154,5.26678,3.36062,DOI: 10.5281/zenodo.3529967,CIF (P1 Symmetry),Open Source,,0
DOHNUL_clean,DOHNUL,CoRE 2019,Real,Machine Learning,1.35619,569.999,773.026,0.4762,0.351131,5.10735,4.25399,DOI: 10.5281/zenodo.3529968,CIF (P1 Symmetry),Open Source,,0
DOHXUV_clean,DOHXUV,CoRE 2019,Real,Machine Learning,1.30052,0.0,0.0,0.5412,0.416142,8.51584,2.58569,DOI: 10.5281/zenodo.3529969,CIF (P1 Symmetry),Open Source,,0
DOHYIJ_clean,DOHYIJ,CoRE 2019,Real,Machine Learning,2.12696,0.0,0.0,0.3504,0.164742,3.65608,3.118,DOI: 10.5281/zenodo.3529971,CIF (P1 Symmetry),Open Source,,0
DOHYIJ01_clean,DOHYIJ01,CoRE 2019,Real,Machine Learning,2.12494,52.4183,111.385,0.3552,0.167158,3.73118,3.32777,DOI: 10.5281/zenodo.3529970,CIF (P1 Symmetry),Open Source,,0
DOJXEH_clean,DOJXEH,CoRE 2019,Real,Machine Learning,1.13285,995.089,1127.28,0.5034,0.444367,6.1047,3.69802,DOI: 10.5281/zenodo.3529972,CIF (P1 Symmetry),Open Source,,0
DOJXIK_clean,DOJXIK,CoRE 2019,Real,Machine Learning,1.62065,0.0,0.0,0.4386,0.270633,4.88148,2.92609,DOI: 10.5281/zenodo.3529973,CIF (P1 Symmetry),Open Source,,0
DOJXIL_clean,DOJXIL,CoRE 2019,Real,Machine Learning,1.16772,928.293,1083.98,0.4912,0.42065,5.9478,3.5257,DOI: 10.5281/zenodo.3529974,CIF (P1 Symmetry),Open Source,,0
DOJXOQ_clean,DOJXOQ,CoRE 2019,Real,Machine Learning,1.65314,0.0,0.0,0.4226,0.255634,4.85133,2.87156,DOI: 10.5281/zenodo.3529975,CIF (P1 Symmetry),Open Source,,0
DOJXOR_clean,DOJXOR,CoRE 2019,Real,Machine Learning,1.02283,1538.88,1574.02,0.5858,0.572722,7.78532,7.29613,DOI: 10.5281/zenodo.3540350,CIF (P1 Symmetry),Open Source,,0
DOJXUW_clean,DOJXUW,CoRE 2019,Real,Machine Learning,1.66873,0.0,0.0,0.4402,0.263793,4.83603,2.86879,DOI: 10.5281/zenodo.3529976,CIF (P1 Symmetry),Open Source,,0
DOJYAD_clean,DOJYAD,CoRE 2019,Real,Machine Learning,1.79401,0.0,0.0,0.4276,0.238348,4.74618,2.74064,DOI: 10.5281/zenodo.3529977,CIF (P1 Symmetry),Open Source,,0
DOKBUC_clean,DOKBUC,CoRE 2019,Real,Machine Learning,1.47054,0.0,0.0,0.3716,0.252697,3.46657,2.92437,DOI: 10.5281/zenodo.3529978,CIF (P1 Symmetry),Open Source,,0
DOKDEN_clean,DOKDEN,CoRE 2019,Real,Machine Learning,0.712137,2579.28,1836.8,0.7026,0.986608,15.14217,13.44364,DOI: 10.5281/zenodo.3529979,CIF (P1 Symmetry),Open Source,,1
DOKHIV_clean,DOKHIV,CoRE 2019,Real,Machine Learning,1.49483,569.877,851.868,0.5076,0.339571,4.6785,3.79643,DOI: 10.5281/zenodo.3529980,CIF (P1 Symmetry),Open Source,,0
DOKHOB_clean,DOKHOB,CoRE 2019,Real,Machine Learning,1.30527,0.0,0.0,0.4814,0.368814,5.82793,2.9646,DOI: 10.5281/zenodo.3529981,CIF (P1 Symmetry),Open Source,,0
DOKHUH_clean,DOKHUH,CoRE 2019,Real,Machine Learning,1.29806,0.0,0.0,0.5106,0.393356,4.38063,2.80978,DOI: 10.5281/zenodo.3529982,CIF (P1 Symmetry),Open Source,,0
DOLPIF_clean,DOLPIF,CoRE 2019,Real,Machine Learning,1.62328,349.705,567.67,0.4742,0.292124,3.98128,3.36573,DOI: 10.5281/zenodo.3529983,CIF (P1 Symmetry),Open Source,,0
DOLRAZ_clean,DOLRAZ,CoRE 2019,Real,Machine Learning,1.12972,967.204,1092.67,0.499,0.441701,5.60421,4.00046,DOI: 10.5281/zenodo.3529984,CIF (P1 Symmetry),Open Source,,0
DOLWAE_clean,DOLWAE,CoRE 2019,Real,Machine Learning,1.38902,1185.73,1647.0,0.541,0.389484,4.70782,3.89789,DOI: 10.5281/zenodo.3540352,CIF (P1 Symmetry),Open Source,,0
DOLWAE02_clean,DOLWAE02,CoRE 2019,Real,Machine Learning,1.20283,1440.2,1732.32,0.557,0.463073,4.70383,3.97275,DOI: 10.5281/zenodo.3540351,CIF (P1 Symmetry),Open Source,,0
DOLWEI_clean,DOLWEI,CoRE 2019,Real,Machine Learning,0.875132,2439.57,2134.94,0.6764,0.772912,10.11442,4.05745,DOI: 10.5281/zenodo.3540353,CIF (P1 Symmetry),Open Source,,0
DOLXOR_clean,DOLXOR,CoRE 2019,Real,Machine Learning,1.08651,2377.63,2583.31,0.7438,0.684577,6.62226,5.36537,DOI: 10.5281/zenodo.3529987,CIF (P1 Symmetry),Open Source,,0
DOLXOR01_clean,DOLXOR01,CoRE 2019,Real,Machine Learning,1.08308,2380.98,2578.79,0.7368,0.68028,6.62435,5.36027,DOI: 10.5281/zenodo.3529985,CIF (P1 Symmetry),Open Source,,0
DOLXOR02_clean,DOLXOR02,CoRE 2019,Real,Machine Learning,1.07895,2402.25,2591.9,0.7454,0.690858,6.63462,5.37244,DOI: 10.5281/zenodo.3529986,CIF (P1 Symmetry),Open Source,,0
DOMCUE_clean,DOMCUE,CoRE 2019,Real,Machine Learning,0.68587,2019.07,1384.82,0.7758,1.13112,18.25013,13.54682,DOI: 10.5281/zenodo.3529988,CIF (P1 Symmetry),Open Source,,1
DOMDAL_clean,DOMDAL,CoRE 2019,Real,Machine Learning,0.66329,2022.22,1341.32,0.7914,1.19314,18.43381,14.45488,DOI: 10.5281/zenodo.3529989,CIF (P1 Symmetry),Open Source,,1
DOMFUI_clean,DOMFUI,CoRE 2019,Real,Machine Learning,1.18044,609.981,720.043,0.5282,0.447462,8.13637,5.96872,DOI: 10.5281/zenodo.3529990,CIF (P1 Symmetry),Open Source,,0
DOMGAO_clean,DOMGAO,CoRE 2019,Real,Machine Learning,0.703706,3227.35,2271.11,0.7918,1.12519,14.37401,7.51307,DOI: 10.5281/zenodo.3540354,CIF (P1 Symmetry),Open Source,,1
DOMGAP_clean,DOMGAP,CoRE 2019,Real,Machine Learning,1.20417,615.623,741.315,0.5268,0.437479,8.27667,5.74162,DOI: 10.5281/zenodo.3540355,CIF (P1 Symmetry),Open Source,,0
DOMGES_clean,DOMGES,CoRE 2019,Real,Machine Learning,0.707833,3244.35,2296.46,0.7978,1.1271,14.22677,7.4409,DOI: 10.5281/zenodo.3540356,CIF (P1 Symmetry),Open Source,,1
