Name,CSD_Refcode,Database_Acronym,Generic_Identity,Calculation_Type,Density,GSA,VSA,VF,PV,LCD,PLD,Source,Crystal_Structure_File_Type,Crystal_Structure_Availability,matched_not_open_in_col,OOD_flag
RAVXOD_CoRE,RAVXOD,CoRE,Real,Crystallographic properties,0.179103,3299.08,590.873,0.877829,5.02266,71.64119,71.50197,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVXIX_CoRE,RAVXIX,CoRE,Real,Crystallographic properties,0.234628,3035.76,712.28,0.860812,3.73528,53.57674,53.2643,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVXET_CoRE,RAVXET,CoRE,Real,Crystallographic properties,0.326772,2809.08,917.932,0.790159,2.54091,38.22812,38.06649,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVWUI_CoRE,RAVWUI,CoRE,Real,Crystallographic properties,0.334726,2893.09,968.397,0.853039,2.5478,36.78756,36.43313,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVXAP_CoRE,RAVXAP,CoRE,Real,Crystallographic properties,0.286105,3359.89,961.284,0.830307,2.96442,34.85961,34.35542,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
BEDYEQ_CoRE,BEDYEQ,CoRE,Real,Crystallographic properties,0.462445,2894.58,1338.59,0.863593,1.80121,33.05863,31.49051,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVWIW_CoRE,RAVWIW,CoRE,Real,Crystallographic properties,0.362216,3017.79,1093.1,0.819698,2.28114,30.70056,30.14408,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVWOC_CoRE,RAVWOC,CoRE,Real,Crystallographic properties,0.383763,2915.51,1118.87,0.781985,2.10589,28.21773,27.5597,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LETRAF_CoRE,LETRAF,CoRE,Real,Crystallographic properties,0.73382,1483.77,1088.82,0.756226,1.12135,26.76043,26.50411,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LETQEI_CoRE,LETQEI,CoRE,Real,Crystallographic properties,0.814855,1408.97,1148.11,0.739552,0.986144,25.68931,25.43891,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
BAZGAM_CoRE,BAZGAM,CoRE,Real,Crystallographic properties,0.126526,6580.94,832.659,0.965423,7.45792,42.79816,24.24061,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVWES_CoRE,RAVWES,CoRE,Real,Crystallographic properties,0.439062,2758.56,1211.17,0.828032,1.8133,24.44059,23.62721,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
SAPBIW_CoRE,SAPBIW,CoRE,Real,Crystallographic properties,0.305675,2993.88,915.155,0.889103,2.89205,28.19349,23.23988,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
UBULIO_CoRE,UBULIO,CoRE,Real,Crystallographic properties,0.437683,4094.0,1791.88,0.854719,1.90229,24.24812,22.8883,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
HOMXIR_CoRE,HOMXIR,CoRE,Real,Crystallographic properties,0.394433,4388.16,1730.84,0.875346,2.16133,23.70226,22.8547,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAHQAA_CoRE,XAHQAA,CoRE,Real,Crystallographic properties,0.170429,6250.13,1065.2,0.951274,5.43579,23.03533,21.60719,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAHPUT_CoRE,XAHPUT,CoRE,Real,Crystallographic properties,0.178675,6301.42,1125.91,0.942275,5.15492,21.82812,20.58591,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAFFUH_CoRE,XAFFUH,CoRE,Real,Crystallographic properties,0.329166,5152.2,1695.93,0.90336,2.63112,23.72832,19.63801,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
OJIDAN_CoRE,OJIDAN,CoRE,Real,Crystallographic properties,0.704653,1504.35,1060.05,0.644482,0.983296,19.79872,19.3368,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
YENLUA_CoRE,YENLUA,CoRE,Real,Crystallographic properties,0.794834,1327.86,1055.43,0.630318,0.886735,21.49217,18.90611,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XIGFOJ_CoRE,XIGFOJ,CoRE,Real,Crystallographic properties,0.692037,1889.06,1307.3,0.778246,1.10067,18.90864,18.72951,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ECOKAJ_CoRE,ECOKAJ,CoRE,Real,Crystallographic properties,0.325331,3575.35,1163.17,0.889583,2.68562,18.9972,17.57546,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LETQAE01_CoRE,LETQAE01,CoRE,Real,Crystallographic properties,1.0366,1378.23,1296.06,0.606854,0.688855,18.31928,17.5552,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
NIBJAK_CoRE,NIBJAK,CoRE,Real,Crystallographic properties,0.223433,5417.2,1210.38,0.942378,4.08981,32.0019,17.55175,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVWAO_CoRE,RAVWAO,CoRE,Real,Crystallographic properties,0.536555,2620.78,1406.18,0.765247,1.41673,17.92516,17.51395,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LETQAE_CoRE,LETQAE,CoRE,Real,Crystallographic properties,0.940383,1148.0,1190.01,0.70836,0.823914,17.89295,17.20825,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ADUROI_CoRE,ADUROI,CoRE,Real,Crystallographic properties,0.402567,3141.23,1264.56,0.846562,2.07463,25.68553,17.12414,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ATIJUJ_CoRE,ATIJUJ,CoRE,Real,Crystallographic properties,0.753394,1597.67,1203.67,0.635023,0.939775,17.44029,16.95446,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LETPUX_CoRE,LETPUX,CoRE,Real,Crystallographic properties,1.06966,1273.49,1362.2,0.650434,0.691305,17.65525,16.43471,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RAVVUH_CoRE,RAVVUH,CoRE,Real,Crystallographic properties,0.611173,2228.0,1361.69,0.818953,1.2284,17.18257,16.37707,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
HEXVEM_CoRE,HEXVEM,CoRE,Real,Crystallographic properties,0.251734,5455.15,1373.25,0.929757,3.58247,28.4313,15.91754,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
FIDRIV_CoRE,FIDRIV,CoRE,Real,Crystallographic properties,0.698397,1892.68,1321.84,0.691793,1.0152,15.99327,15.90265,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
FEBXIV_CoRE,FEBXIV,CoRE,Real,Crystallographic properties,0.293688,5165.84,1517.15,0.914638,2.9972,17.28638,15.74639,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XIJNUA_CoRE,XIJNUA,CoRE,Real,Crystallographic properties,0.764109,1925.25,1471.1,0.725057,1.07221,16.09945,15.59763,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAHPON_CoRE,XAHPON,CoRE,Real,Crystallographic properties,0.284265,5268.35,1497.61,0.915979,3.10175,17.29514,15.33221,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
GULVUF_CoRE,GULVUF,CoRE,Real,Crystallographic properties,0.674334,2289.28,1543.74,0.72575,1.08261,16.10036,15.32514,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
HOHMEX_CoRE,HOHMEX,CoRE,Real,Crystallographic properties,0.315898,4985.86,1575.03,0.879649,2.74085,18.78417,14.89456,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
NIBHOW_CoRE,NIBHOW,CoRE,Real,Crystallographic properties,0.279595,5102.94,1426.75,0.922072,3.18595,27.51223,14.88459,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
KOJZIT_CoRE,KOJZIT,CoRE,Real,Crystallographic properties,0.506406,4432.41,2244.6,0.810354,1.56673,16.19567,14.7503,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
RUTNOK_CoRE,RUTNOK,CoRE,Real,Crystallographic properties,0.240823,6199.71,1493.04,0.898457,3.72789,24.61262,14.64846,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VAGMEX_CoRE,VAGMEX,CoRE,Real,Crystallographic properties,0.352218,5151.95,1814.61,0.898974,2.43202,15.28058,14.48863,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
GIQHAQ_CoRE,GIQHAQ,CoRE,Real,Crystallographic properties,0.957604,1173.65,1123.89,0.616825,0.66336,14.50531,14.42018,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
YUXQIS_CoRE,YUXQIS,CoRE,Real,Crystallographic properties,0.688928,2493.11,1717.58,0.767011,1.08224,17.65359,14.41981,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LOQLEJ_CoRE,LOQLEJ,CoRE,Real,Crystallographic properties,0.990421,1258.41,1250.61,0.738897,0.708886,14.69858,14.40453,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
DAWMUL_CoRE,DAWMUL,CoRE,Real,Crystallographic properties,0.266217,5736.62,1527.18,0.929271,3.3332,28.65016,14.32516,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
FUSYUO_CoRE,FUSYUO,CoRE,Real,Crystallographic properties,1.11376,645.109,718.497,0.443106,0.510282,14.37333,14.28198,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
PIBPIA_CoRE,PIBPIA,CoRE,Real,Crystallographic properties,0.458724,2982.21,1368.01,0.846748,1.82748,15.49369,14.25357,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
PIBNUK01_CoRE,PIBNUK01,CoRE,Real,Crystallographic properties,0.42304,3296.53,1393.49,0.850583,1.9746,15.38411,14.18619,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
PIBNUK_CoRE,PIBNUK,CoRE,Real,Crystallographic properties,0.422713,3288.94,1391.35,0.850106,1.9779,15.37191,14.18304,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LEJCIO_CoRE,LEJCIO,CoRE,Real,Crystallographic properties,0.326366,5274.77,1721.5,0.906232,2.66478,18.51563,14.09815,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
OCUNAC_CoRE,OCUNAC,CoRE,Real,Crystallographic properties,0.427517,3146.31,1345.1,0.844869,1.96082,36.1506,14.04664,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
BAZGEQ_CoRE,BAZGEQ,CoRE,Real,Crystallographic properties,0.334895,4619.47,1547.04,0.884401,2.55654,27.24659,13.9632,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LOQLIN_CoRE,LOQLIN,CoRE,Real,Crystallographic properties,0.950024,1212.47,1151.88,0.718321,0.710225,14.25816,13.92601,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
OXOLAP_CoRE,OXOLAP,CoRE,Real,Crystallographic properties,0.600905,1954.56,1174.5,0.743969,1.24777,19.10077,13.85784,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VUKHOZ_CoRE,VUKHOZ,CoRE,Real,Crystallographic properties,1.23894,850.642,1053.89,0.547831,0.506911,14.72034,13.81107,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
KOJZEP_CoRE,KOJZEP,CoRE,Real,Crystallographic properties,0.514247,4618.56,2375.08,0.784148,1.54347,15.61444,13.71841,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XADCOW_CoRE,XADCOW,CoRE,Real,Crystallographic properties,0.872762,1432.82,1245.19,0.673924,0.771803,13.95624,13.61606,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
SEMNIJ_CoRE,SEMNIJ,CoRE,Real,Crystallographic properties,0.222127,6180.18,1372.78,0.94297,4.08481,31.59316,13.58019,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ATOTIM_CoRE,ATOTIM,CoRE,Real,Crystallographic properties,0.861631,1477.4,1272.97,0.680839,0.772831,13.86842,13.57577,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
DOMCUE_CoRE,DOMCUE,CoRE,Real,Crystallographic properties,0.68587,1966.65,1348.86,0.742828,1.14327,18.25013,13.54682,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ADASAB_CoRE,ADASAB,CoRE,Real,Crystallographic properties,0.343942,4800.23,1651.0,0.883535,2.52819,22.82164,13.49014,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
DOKDEN_CoRE,DOKDEN,CoRE,Real,Crystallographic properties,0.712141,2332.22,1660.86,0.72414,0.995406,15.14217,13.44364,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
GITVEL01_CoRE,GITVEL01,CoRE,Real,Crystallographic properties,0.777112,2186.15,1698.88,0.654872,0.936438,15.24588,13.37948,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
GITVEL_CoRE,GITVEL,CoRE,Real,Crystallographic properties,0.777112,2173.05,1688.7,0.657772,0.937704,15.27666,13.37931,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ALULEZ_CoRE,ALULEZ,CoRE,Real,Crystallographic properties,0.425946,3447.03,1468.25,0.841841,1.96145,18.755,13.37911,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAHPIH_CoRE,XAHPIH,CoRE,Real,Crystallographic properties,0.356183,4682.56,1667.85,0.894668,2.41949,14.31673,13.37593,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ADATEG_CoRE,ADATEG,CoRE,Real,Crystallographic properties,0.238777,6248.8,1492.07,0.919757,3.74355,27.33782,13.33904,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAFFER_CoRE,XAFFER,CoRE,Real,Crystallographic properties,0.359874,5171.11,1860.95,0.894844,2.36926,14.21921,13.28886,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ZARLEL_CoRE,ZARLEL,CoRE,Real,Crystallographic properties,0.493906,3050.33,1506.58,0.782653,1.60202,14.43115,13.28451,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
AXINAX01_CoRE,AXINAX01,CoRE,Real,Crystallographic properties,0.402001,3716.83,1494.17,0.86799,2.06636,19.47488,13.27772,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
CAXTUS_CoRE,CAXTUS,CoRE,Real,Crystallographic properties,0.710309,2001.1,1421.4,0.701855,0.98562,13.47664,13.27334,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VAGMAT_CoRE,VAGMAT,CoRE,Real,Crystallographic properties,0.364732,5202.74,1897.6,0.893672,2.3332,14.92091,13.26277,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAFFAN_CoRE,XAFFAN,CoRE,Real,Crystallographic properties,0.365184,5181.08,1892.05,0.893631,2.32889,14.91256,13.24304,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAFFIV_CoRE,XAFFIV,CoRE,Real,Crystallographic properties,0.358398,5328.69,1909.79,0.889989,2.36343,14.22916,13.19368,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XAFFOB_CoRE,XAFFOB,CoRE,Real,Crystallographic properties,0.366991,5194.87,1906.47,0.889939,2.31544,14.83913,13.174,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VEMMIK_CoRE,VEMMIK,CoRE,Real,Crystallographic properties,0.723031,2177.31,1574.26,0.740464,1.02901,14.01454,13.16757,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XUTQEI_CoRE,XUTQEI,CoRE,Real,Crystallographic properties,0.479637,4320.53,2072.28,0.818369,1.66712,15.0723,13.12977,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
FIHHUB_CoRE,FIHHUB,CoRE,Real,Crystallographic properties,0.619487,3413.84,2114.83,0.769469,1.19837,15.78114,13.1182,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
YUSWEP_CoRE,YUSWEP,CoRE,Real,Crystallographic properties,0.403891,4145.32,1674.26,0.869449,2.06429,37.31813,13.00592,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
IGAGUU_CoRE,IGAGUU,CoRE,Real,Crystallographic properties,0.632439,3482.99,2202.78,0.766114,1.20473,16.24871,12.96845,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
SEMNEF_CoRE,SEMNEF,CoRE,Real,Crystallographic properties,0.23723,6034.4,1431.54,0.936564,3.80753,30.84703,12.93727,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
NALYEG_CoRE,NALYEG,CoRE,Real,Crystallographic properties,1.5741,836.241,1316.33,0.668532,0.409677,13.12266,12.88442,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VETTIZ_CoRE,VETTIZ,CoRE,Real,Crystallographic properties,0.537597,2059.55,1107.21,0.831572,1.42957,21.62456,12.85426,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
FAHPOV_CoRE,FAHPOV,CoRE,Real,Crystallographic properties,0.465056,4026.15,1872.38,0.841177,1.77153,15.83326,12.70856,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XOXMED_CoRE,XOXMED,CoRE,Real,Crystallographic properties,0.499,3658.71,1825.7,0.799528,1.58878,15.20269,12.48764,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
FUNCEX_CoRE,FUNCEX,CoRE,Real,Crystallographic properties,0.543761,3444.39,1872.92,0.814654,1.46235,13.21557,12.47689,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VETSOE_CoRE,VETSOE,CoRE,Real,Crystallographic properties,0.550125,2071.29,1139.47,0.785963,1.37835,20.8996,12.46025,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LUBMAW_CoRE,LUBMAW,CoRE,Real,Crystallographic properties,0.992617,1125.61,1117.3,0.518127,0.621332,13.15917,12.3614,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
TADWEC_CoRE,TADWEC,CoRE,Real,Crystallographic properties,0.782876,1784.95,1397.39,0.636841,0.848142,12.9835,12.22348,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ADATIK_CoRE,ADATIK,CoRE,Real,Crystallographic properties,0.377577,4566.13,1724.07,0.894563,2.30011,24.55082,12.17426,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
BAZJET_CoRE,BAZJET,CoRE,Real,Crystallographic properties,0.621294,3226.23,2004.44,0.791954,1.19981,13.37019,12.10117,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
DAPXID_CoRE,DAPXID,CoRE,Real,Crystallographic properties,0.764894,2175.23,1663.82,0.702851,0.930274,14.13138,12.09179,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
HABQUY_CoRE,HABQUY,CoRE,Real,Crystallographic properties,0.289452,5749.51,1664.21,0.913288,3.04394,25.71531,12.0883,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LIHFAK_CoRE,LIHFAK,CoRE,Real,Crystallographic properties,0.502805,3958.23,1990.22,0.825413,1.60388,14.5391,12.07725,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
HIFGIO_CoRE,HIFGIO,CoRE,Real,Crystallographic properties,0.731183,2180.14,1594.08,0.707026,0.969384,12.5848,12.05657,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
CUVHIL02_CoRE,CUVHIL02,CoRE,Real,Crystallographic properties,1.65786,745.782,1237.41,0.578579,0.388453,12.87614,12.04523,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VETSUK_CoRE,VETSUK,CoRE,Real,Crystallographic properties,0.623882,1854.21,1156.81,0.796752,1.19939,20.38402,12.03863,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
CUVHIL01_CoRE,CUVHIL01,CoRE,Real,Crystallographic properties,1.66038,756.58,1254.3,0.58893,0.389295,12.81562,12.03113,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
CUVHEH_CoRE,CUVHEH,CoRE,Real,Crystallographic properties,1.65472,767.663,1270.27,0.584118,0.391587,12.78064,12.02453,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
CUVHIL_CoRE,CUVHIL,CoRE,Real,Crystallographic properties,1.65921,770.887,1279.97,0.579867,0.388431,12.86501,12.02225,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
TADWIG_CoRE,TADWIG,CoRE,Real,Crystallographic properties,0.782648,1984.68,1553.3,0.682475,0.861346,12.20204,12.01293,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VETTAR_CoRE,VETTAR,CoRE,Real,Crystallographic properties,0.58501,2003.89,1172.3,0.800984,1.29357,20.43544,12.00812,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
BIWSEG_CoRE,BIWSEG,CoRE,Real,Crystallographic properties,0.466941,2266.99,1058.55,0.807193,1.80066,29.73511,11.96997,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
MOXPUL_CoRE,MOXPUL,CoRE,Real,Crystallographic properties,0.744524,1996.71,1486.6,0.628988,0.917195,12.29446,11.95813,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VETMIS_CoRE,VETMIS,CoRE,Real,Crystallographic properties,0.311959,5712.77,1782.15,0.903325,2.76783,17.23979,11.94779,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
NIBHUC_CoRE,NIBHUC,CoRE,Real,Crystallographic properties,0.449382,4257.32,1913.16,0.869601,1.83779,18.86769,11.8721,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
SICZOV_CoRE,SICZOV,CoRE,Real,Crystallographic properties,0.419881,4151.14,1742.99,0.897052,2.00629,18.76086,11.86635,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
CIGXIA_CoRE,CIGXIA,CoRE,Real,Crystallographic properties,0.684425,1905.48,1304.16,0.774255,1.11547,28.49654,11.8329,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
OWIZAW_CoRE,OWIZAW,CoRE,Real,Crystallographic properties,0.378656,4994.86,1891.33,0.85937,2.19504,14.23644,11.75665,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
EHIJAH_CoRE,EHIJAH,CoRE,Real,Crystallographic properties,0.385139,4502.81,1734.21,0.882653,2.20576,18.49076,11.6994,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
UDEMEW_CoRE,UDEMEW,CoRE,Real,Crystallographic properties,0.681201,1935.89,1318.73,0.774177,1.11888,28.24269,11.69499,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
LEJCEK_CoRE,LEJCEK,CoRE,Real,Crystallographic properties,0.334035,5776.14,1929.44,0.881767,2.58485,17.20124,11.68232,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
FEFDEB_CoRE,FEFDEB,CoRE,Real,Crystallographic properties,0.53928,3547.15,1912.91,0.793338,1.43267,13.10906,11.59751,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
NIGBOW_CoRE,NIGBOW,CoRE,Real,Crystallographic properties,0.647399,2425.32,1570.15,0.716514,1.12656,11.78532,11.5525,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
GAGZEV_CoRE,GAGZEV,CoRE,Real,Crystallographic properties,0.279149,5776.99,1612.64,0.916059,3.17095,28.66522,11.53772,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
MAYKOO_CoRE,MAYKOO,CoRE,Real,Crystallographic properties,0.603307,3156.42,1904.29,0.814808,1.26038,12.58218,11.50288,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ECAHAT_CoRE,ECAHAT,CoRE,Real,Crystallographic properties,0.854274,1178.64,1006.88,0.534409,0.717924,12.33039,11.4865,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
XOVQEF_CoRE,XOVQEF,CoRE,Real,Crystallographic properties,0.431455,4601.55,1985.36,0.860196,1.90893,13.74391,11.42638,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
HOHMIB_CoRE,HOHMIB,CoRE,Real,Crystallographic properties,0.53853,3865.41,2081.64,0.811822,1.447,13.18578,11.41766,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
SUKNOC_CoRE,SUKNOC,CoRE,Real,Crystallographic properties,0.725109,2423.12,1757.03,0.686264,0.969791,12.16593,11.40732,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
GUSPUG_CoRE,GUSPUG,CoRE,Real,Crystallographic properties,1.44659,572.117,827.62,0.367254,0.380897,13.35791,11.39488,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ECAHUN_CoRE,ECAHUN,CoRE,Real,Crystallographic properties,0.854178,1153.93,985.66,0.545738,0.7178,12.33081,11.34056,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
TASZAQ_CoRE,TASZAQ,CoRE,Real,Crystallographic properties,0.609743,2242.4,1367.29,0.702711,1.21354,12.48204,11.20672,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
VEWKUF_CoRE,VEWKUF,CoRE,Real,Crystallographic properties,0.453759,4441.87,2015.54,0.816356,1.75543,12.54108,11.20157,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ZABQIC_CoRE,ZABQIC,CoRE,Real,Crystallographic properties,0.767386,1913.4,1468.31,0.610276,0.883138,12.00373,11.11992,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
JENKET_CoRE,JENKET,CoRE,Real,Crystallographic properties,0.703988,1931.45,1359.72,0.673677,0.984055,12.85134,11.08415,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
AMILUE_CoRE,AMILUE,CoRE,Real,Crystallographic properties,0.982365,1116.74,1097.04,0.566397,0.622654,11.39418,11.07263,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
ZELROZ_CoRE,ZELROZ,CoRE,Real,Crystallographic properties,0.361932,4946.77,1790.4,0.88057,2.40128,16.90888,11.06843,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
OJICEQ_CoRE,OJICEQ,CoRE,Real,Crystallographic properties,0.836902,1395.72,1168.08,0.567351,0.759464,11.96892,11.06718,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,,1
