name,csd_refc,db_acr,gt,calc_type,Density,GSA,VSA,VF,PV,LCD,PLD,ug_at_tps,uv_at_tps,source,csft,csa,sample_weight_ug_at_tps,sample_weight_uv_at_tps
RAVWES_CoRE,RAVWES,CoRE,Real,Grand Canonical Monte Carlo,0.44,2758.6,1211.2,0.83,1.81,24.44,23.63,8.6,41.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
NAYXOC_CoRE,NAYXOC,CoRE,Real,Grand Canonical Monte Carlo,1.11,1377.3,1528.5,0.62,0.55,8.16,4.39,3.6,41.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
TASZAQ_CoRE,TASZAQ,CoRE,Real,Grand Canonical Monte Carlo,0.61,2242.4,1367.3,0.7,1.21,12.48,11.21,6.37,41.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
XENKIM_CoRE,XENKIM,CoRE,Real,Grand Canonical Monte Carlo,0.82,2455.4,2018.4,0.69,0.8,7.33,6.03,4.8,41.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
LOQLIN_CoRE,LOQLIN,CoRE,Real,Grand Canonical Monte Carlo,0.95,1212.5,1151.9,0.72,0.71,14.26,13.93,4.17,41.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
EXOZIB_CoRE,EXOZIB,CoRE,Real,Grand Canonical Monte Carlo,0.86,2251.0,1937.9,0.65,0.81,8.82,5.67,4.6,41.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
FAKLOU_CoRE,FAKLOU,CoRE,Real,Grand Canonical Monte Carlo,0.88,1647.2,1449.0,0.63,0.75,9.13,8.03,4.49,41.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
TISHAF_CoRE,TISHAF,CoRE,Real,Grand Canonical Monte Carlo,0.8,2233.8,1792.8,0.71,0.82,10.63,4.42,4.91,41.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
ALOLIX_CoRE,ALOLIX,CoRE,Real,Grand Canonical Monte Carlo,0.94,1854.5,1744.3,0.67,0.7,9.32,5.6,4.22,41.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
LENKIA_CoRE,LENKIA,CoRE,Real,Grand Canonical Monte Carlo,1.31,1095.3,1435.2,0.69,0.48,11.49,10.73,3.07,41.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
OGURAK_CoRE,OGURAK,CoRE,Real,Grand Canonical Monte Carlo,0.97,1764.2,1709.5,0.67,0.69,9.49,5.23,4.08,41.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
DIBQIQ_CoRE,DIBQIQ,CoRE,Real,Grand Canonical Monte Carlo,0.78,2618.3,2035.9,0.7,0.86,8.64,7.63,5.02,41.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
WIZDEP_CoRE,WIZDEP,CoRE,Real,Grand Canonical Monte Carlo,1.29,1121.8,1447.4,0.69,0.5,11.39,10.51,3.11,41.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
RIBDEN_CoRE,RIBDEN,CoRE,Real,Grand Canonical Monte Carlo,0.93,2255.5,2102.8,0.66,0.71,6.09,5.1,4.25,41.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
ICODIP01_CoRE,ICODIP01,CoRE,Real,Grand Canonical Monte Carlo,0.81,1820.9,1482.2,0.67,0.85,12.55,9.93,4.85,41.5,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
KASRAZ_CoRE,KASRAZ,CoRE,Real,Grand Canonical Monte Carlo,0.99,1906.8,1880.9,0.67,0.67,6.02,4.14,3.99,41.49,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
XAJQAC_CoRE,XAJQAC,CoRE,Real,Grand Canonical Monte Carlo,0.89,2001.4,1771.4,0.73,0.75,8.59,7.42,4.41,41.47,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
DIBQEM_CoRE,DIBQEM,CoRE,Real,Grand Canonical Monte Carlo,0.81,0.0,0.0,0.69,0.84,16.83,3.48,4.84,41.46,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
BARZUR_CoRE,BARZUR,CoRE,Real,Grand Canonical Monte Carlo,0.93,1275.1,1180.4,0.6,0.66,5.49,5.3,4.23,41.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
SUKNOC_CoRE,SUKNOC,CoRE,Real,Grand Canonical Monte Carlo,0.73,2423.1,1757.0,0.69,0.97,12.17,11.41,5.35,41.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
FEFDAX_CoRE,FEFDAX,CoRE,Real,Grand Canonical Monte Carlo,0.83,2320.2,1922.4,0.68,0.81,7.79,6.38,4.72,41.43,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
QUBZIX_CoRE,QUBZIX,CoRE,Real,Grand Canonical Monte Carlo,0.67,3449.5,2327.3,0.67,1.06,7.96,5.55,5.78,41.43,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
PURQUP_CoRE,PURQUP,CoRE,Real,Grand Canonical Monte Carlo,0.87,2003.13,1738.57,0.69,0.79,10.7,8.13,4.53,41.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
UYAPOA_CoRE,UYAPOA,CoRE,Real,Grand Canonical Monte Carlo,0.89,1812.1,1609.5,0.68,0.73,11.1,4.24,4.41,41.41,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
FAKLIO_CoRE,FAKLIO,CoRE,Real,Grand Canonical Monte Carlo,0.75,1969.3,1483.7,0.65,0.88,9.35,8.41,5.19,41.4,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
TUDMAH_CoRE,TUDMAH,CoRE,Real,Grand Canonical Monte Carlo,0.81,2283.61,1854.02,0.65,0.8,6.63,4.44,4.81,41.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
UGUHAG_CoRE,UGUHAG,CoRE,Real,Grand Canonical Monte Carlo,1.73,256.9,444.9,0.45,0.33,4.85,4.37,2.33,41.38,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
XEGKEB_CoRE,XEGKEB,CoRE,Real,Grand Canonical Monte Carlo,1.06,1644.2,1738.5,0.6,0.61,8.24,5.69,3.74,41.38,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
MATVAF_CoRE,MATVAF,CoRE,Real,Grand Canonical Monte Carlo,0.88,2009.1,1764.0,0.63,0.73,7.16,5.91,4.46,41.37,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
FAYPIG_CoRE,FAYPIG,CoRE,Real,Grand Canonical Monte Carlo,0.74,2207.7,1638.7,0.68,0.95,11.51,6.01,5.26,41.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
XAHPUT_CoRE,XAHPUT,CoRE,Real,Grand Canonical Monte Carlo,0.18,6301.4,1125.9,0.94,5.15,21.83,20.59,18.46,41.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
XAHQAA_CoRE,XAHQAA,CoRE,Real,Grand Canonical Monte Carlo,0.17,6250.1,1065.2,0.95,5.44,23.04,21.61,19.33,41.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
XEGJOK_CoRE,XEGJOK,CoRE,Real,Grand Canonical Monte Carlo,1.07,1580.1,1684.5,0.6,0.6,8.04,5.66,3.7,41.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
NAYHAY_CoRE,NAYHAY,CoRE,Real,Grand Canonical Monte Carlo,1.05,1651.0,1726.5,0.63,0.63,9.43,7.54,3.77,41.35,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
SUNLET_CoRE,SUNLET,CoRE,Real,Grand Canonical Monte Carlo,0.62,2439.7,1516.5,0.71,1.18,14.88,10.11,6.21,41.34,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
DOMCUE_CoRE,DOMCUE,CoRE,Real,Grand Canonical Monte Carlo,0.69,1966.7,1348.9,0.74,1.14,18.25,13.55,5.63,41.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
IYICUP_CoRE,IYICUP,CoRE,Real,Grand Canonical Monte Carlo,1.02,734.0,749.1,0.63,0.61,7.49,5.24,3.86,41.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
WARJAC_CoRE,WARJAC,CoRE,Real,Grand Canonical Monte Carlo,1.2,1261.8,1516.1,0.57,0.54,6.28,5.39,3.31,41.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
REPCIZ_CoRE,REPCIZ,CoRE,Real,Grand Canonical Monte Carlo,0.97,1865.09,1811.43,0.68,0.7,8.97,8.08,4.06,41.28,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
ZUQVOW_CoRE,ZUQVOW,CoRE,Real,Grand Canonical Monte Carlo,0.93,0.0,0.0,0.57,0.75,5.73,3.64,4.23,41.28,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
SETSOB_CoRE,SETSOB,CoRE,Real,Grand Canonical Monte Carlo,0.81,2758.7,2247.0,0.69,0.83,6.39,4.99,4.81,41.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
RIBDAJ_CoRE,RIBDAJ,CoRE,Real,Grand Canonical Monte Carlo,0.93,2292.2,2125.7,0.66,0.72,5.98,5.03,4.22,41.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
HUZSUR01_CoRE,HUZSUR01,CoRE,Real,Grand Canonical Monte Carlo,0.84,1418.5,1262.5,0.62,0.72,9.15,7.41,4.65,41.21,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
LENGAO_CoRE,LENGAO,CoRE,Real,Grand Canonical Monte Carlo,0.97,1897.1,1837.2,0.65,0.69,9.04,6.63,4.05,41.19,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
HIFGIO_CoRE,HIFGIO,CoRE,Real,Grand Canonical Monte Carlo,0.73,2180.1,1594.1,0.71,0.97,12.58,12.06,5.3,41.16,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
PURQOJ_CoRE,PURQOJ,CoRE,Real,Grand Canonical Monte Carlo,0.85,2376.18,2012.81,0.69,0.82,11.31,6.85,4.61,41.14,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
ALULID_CoRE,ALULID,CoRE,Real,Grand Canonical Monte Carlo,0.93,2070.5,1924.6,0.66,0.71,7.82,5.27,4.21,41.13,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
RAYFAA_CoRE,RAYFAA,CoRE,Real,Grand Canonical Monte Carlo,0.96,1496.5,1435.6,0.68,0.73,15.82,9.45,4.09,41.13,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
WASTUG_CoRE,WASTUG,CoRE,Real,Grand Canonical Monte Carlo,1.59,1184.6,1888.6,0.63,0.42,10.47,7.26,2.52,41.13,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
PAPYOW_CoRE,PAPYOW,CoRE,Real,Grand Canonical Monte Carlo,1.13,2254.6,2550.3,0.63,0.64,7.56,5.85,3.5,41.11,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
MIZJUB_CoRE,MIZJUB,CoRE,Real,Grand Canonical Monte Carlo,0.87,2078.6,1803.4,0.62,0.77,6.38,6.0,4.48,41.08,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
ATOTIM_CoRE,ATOTIM,CoRE,Real,Grand Canonical Monte Carlo,0.86,1477.4,1273.0,0.68,0.77,13.87,13.58,4.53,41.07,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
LETQAE_CoRE,LETQAE,CoRE,Real,Grand Canonical Monte Carlo,0.94,1148.0,1190.0,0.71,0.82,17.89,17.21,4.17,41.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
HOWQAM_CoRE,HOWQAM,CoRE,Real,Grand Canonical Monte Carlo,1.01,1953.2,1982.5,0.71,0.65,6.83,5.31,3.88,41.03,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
PUJQEQ_CoRE,PUJQEQ,CoRE,Real,Grand Canonical Monte Carlo,0.67,2726.0,1823.3,0.65,1.03,7.63,6.19,5.73,41.02,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
PUWDOA_CoRE,PUWDOA,CoRE,Real,Grand Canonical Monte Carlo,0.77,2205.2,1695.1,0.69,0.89,10.51,8.82,5.02,41.02,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
EDOMAM_CoRE,EDOMAM,CoRE,Real,Grand Canonical Monte Carlo,0.81,2307.3,1868.5,0.69,0.82,8.29,6.04,4.78,40.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
QOMFEE_CoRE,QOMFEE,CoRE,Real,Grand Canonical Monte Carlo,0.96,1821.1,1741.9,0.64,0.67,6.23,4.79,4.06,40.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
PUDSUD_CoRE,PUDSUD,CoRE,Real,Grand Canonical Monte Carlo,1.0,2001.9,1995.0,0.66,0.66,7.09,6.03,3.91,40.97,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
COYCID_CoRE,COYCID,CoRE,Real,Grand Canonical Monte Carlo,0.93,1838.9,1712.3,0.65,0.73,9.57,6.96,4.2,40.96,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
XEGJUQ_CoRE,XEGJUQ,CoRE,Real,Grand Canonical Monte Carlo,1.1,1402.1,1539.0,0.58,0.57,7.41,4.9,3.57,40.95,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
HASSUR_CoRE,HASSUR,CoRE,Real,Grand Canonical Monte Carlo,1.0,1845.15,1849.21,0.63,0.63,7.03,5.33,3.89,40.94,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
OCACUR_CoRE,OCACUR,CoRE,Real,Grand Canonical Monte Carlo,1.25,1126.3,1409.3,0.62,0.47,5.51,4.89,3.15,40.94,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
SUKNUI_CoRE,SUKNUI,CoRE,Real,Grand Canonical Monte Carlo,0.78,2255.8,1749.1,0.65,0.88,11.25,10.3,4.96,40.92,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
YURKIG_CoRE,YURKIG,CoRE,Real,Grand Canonical Monte Carlo,1.0,1958.4,1965.4,0.65,0.65,6.92,5.84,3.9,40.9,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
IYUHUG_CoRE,IYUHUG,CoRE,Real,Grand Canonical Monte Carlo,0.89,2007.3,1794.6,0.65,0.75,9.16,7.02,4.37,40.89,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
NEDVUP_CoRE,NEDVUP,CoRE,Real,Grand Canonical Monte Carlo,0.88,2074.8,1832.4,0.64,0.73,7.1,5.28,4.41,40.88,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
NINHOH_CoRE,NINHOH,CoRE,Real,Grand Canonical Monte Carlo,1.05,2418.7,2537.3,0.64,0.72,6.5,5.4,3.74,40.87,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
KAPHOZ_CoRE,KAPHOZ,CoRE,Real,Grand Canonical Monte Carlo,1.35,0.0,0.0,0.42,0.27,3.65,2.5,2.93,40.84,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
SEFBOV_CoRE,SEFBOV,CoRE,Real,Grand Canonical Monte Carlo,1.03,1964.7,2014.5,0.64,0.65,5.66,5.15,3.79,40.81,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
ACIBOE_CoRE,ACIBOE,CoRE,Real,Grand Canonical Monte Carlo,1.1,1594.0,1754.9,0.63,0.59,8.26,7.03,3.56,40.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
HEDCAW_CoRE,HEDCAW,CoRE,Real,Grand Canonical Monte Carlo,0.94,2020.6,1895.3,0.64,0.68,8.18,6.62,4.13,40.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
PUDSIR01_CoRE,PUDSIR01,CoRE,Real,Grand Canonical Monte Carlo,1.03,1832.2,1936.4,0.65,0.63,6.85,5.38,3.78,40.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
PUDSOX_CoRE,PUDSOX,CoRE,Real,Grand Canonical Monte Carlo,1.04,1869.4,1952.0,0.65,0.62,7.03,5.77,3.75,40.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
XICYEP_CoRE,XICYEP,CoRE,Real,Grand Canonical Monte Carlo,1.8,804.6,1451.5,0.59,0.34,6.24,4.07,2.2,40.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
JIVFUQ_CoRE,JIVFUQ,CoRE,Real,Grand Canonical Monte Carlo,1.15,1235.1,1414.9,0.58,0.55,6.23,5.27,3.4,40.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
LELMEW_CoRE,LELMEW,CoRE,Real,Grand Canonical Monte Carlo,1.14,842.42,959.75,0.61,0.54,13.36,4.43,3.43,40.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
RAVWAO_CoRE,RAVWAO,CoRE,Real,Grand Canonical Monte Carlo,0.54,2620.8,1406.2,0.77,1.42,17.93,17.51,6.96,40.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
XADCOW_CoRE,XADCOW,CoRE,Real,Grand Canonical Monte Carlo,0.87,1432.8,1245.2,0.67,0.77,13.96,13.62,4.44,40.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
IGOCOX_CoRE,IGOCOX,CoRE,Real,Grand Canonical Monte Carlo,1.23,0.0,0.0,0.65,0.52,12.17,2.56,3.19,40.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
CAZNEY_CoRE,CAZNEY,CoRE,Real,Grand Canonical Monte Carlo,0.83,2355.2,1959.7,0.67,0.79,6.26,5.09,4.64,40.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
XOVVOU_CoRE,XOVVOU,CoRE,Real,Grand Canonical Monte Carlo,1.07,1504.3,1613.6,0.61,0.62,6.58,5.6,3.64,40.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
VEWLAM_CoRE,VEWLAM,CoRE,Real,Grand Canonical Monte Carlo,0.68,2597.7,1827.2,0.68,1.02,10.37,6.69,5.46,40.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
FIRVEH_CoRE,FIRVEH,CoRE,Real,Grand Canonical Monte Carlo,1.42,0.0,0.0,0.37,0.32,4.12,3.27,2.76,40.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
FAGFUQ_CoRE,FAGFUQ,CoRE,Real,Grand Canonical Monte Carlo,0.84,2278.9,1918.8,0.64,0.77,6.84,5.17,4.58,40.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
NEDWEA_CoRE,NEDWEA,CoRE,Real,Grand Canonical Monte Carlo,0.86,2198.6,1884.9,0.65,0.75,7.23,5.5,4.48,40.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
XALTOV_CoRE,XALTOV,CoRE,Real,Grand Canonical Monte Carlo,1.1,0.0,0.0,0.65,0.58,12.17,3.01,3.54,40.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
XICYIT_CoRE,XICYIT,CoRE,Real,Grand Canonical Monte Carlo,1.33,1139.5,1514.2,0.59,0.46,6.29,4.02,2.95,40.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
WEMDID_CoRE,WEMDID,CoRE,Real,Grand Canonical Monte Carlo,1.5,1315.6,1977.5,0.53,0.41,5.01,4.4,2.63,40.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
YEQRIV_CoRE,YEQRIV,CoRE,Real,Grand Canonical Monte Carlo,0.74,3527.9,2618.6,0.65,0.99,6.0,4.8,5.19,40.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
OXOLAP_CoRE,OXOLAP,CoRE,Real,Grand Canonical Monte Carlo,0.6,1954.6,1174.5,0.74,1.25,19.1,13.86,6.29,40.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
CAGSAG_CoRE,CAGSAG,CoRE,Real,Grand Canonical Monte Carlo,0.96,1828.3,1758.2,0.65,0.69,9.03,5.29,4.03,40.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
BOLPEY_CoRE,BOLPEY,CoRE,Real,Grand Canonical Monte Carlo,0.89,2149.4,1913.6,0.64,0.74,7.17,5.74,4.33,40.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
IZOWEA_CoRE,IZOWEA,CoRE,Real,Grand Canonical Monte Carlo,1.42,1461.7,2081.8,0.7,0.51,9.73,7.72,2.77,40.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
FEBQIO_CoRE,FEBQIO,CoRE,Real,Grand Canonical Monte Carlo,0.89,2052.63,1830.12,0.67,0.75,9.3,6.68,4.33,40.51,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
TADWIG_CoRE,TADWIG,CoRE,Real,Grand Canonical Monte Carlo,0.78,1984.7,1553.3,0.68,0.86,12.2,12.01,4.9,40.5,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
AFOTUL_CoRE,AFOTUL,CoRE,Real,Grand Canonical Monte Carlo,1.06,1434.2,1519.8,0.64,0.59,8.8,6.81,3.65,40.49,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
RULXOM_CoRE,RULXOM,CoRE,Real,Grand Canonical Monte Carlo,0.84,0.0,0.0,0.66,0.78,15.35,3.56,4.56,40.46,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
LUXFEQ_CoRE,LUXFEQ,CoRE,Real,Grand Canonical Monte Carlo,0.88,1784.0,1577.0,0.65,0.8,19.49,6.96,4.37,40.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
YEYFEP_CoRE,YEYFEP,CoRE,Real,Grand Canonical Monte Carlo,1.2,1581.5,1890.8,0.65,0.55,6.98,4.14,3.25,40.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
FIDRIV_CoRE,FIDRIV,CoRE,Real,Grand Canonical Monte Carlo,0.7,1892.7,1321.8,0.69,1.02,15.99,15.9,5.44,40.44,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
EBEMEF_CoRE,EBEMEF,CoRE,Real,Grand Canonical Monte Carlo,1.23,0.0,0.0,0.45,0.52,4.28,3.44,3.17,40.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
FAPTOH_CoRE,FAPTOH,CoRE,Real,Grand Canonical Monte Carlo,1.03,1740.7,1785.1,0.65,0.6,7.61,4.16,3.75,40.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
ENITEB_CoRE,ENITEB,CoRE,Real,Grand Canonical Monte Carlo,0.91,2096.8,1906.9,0.66,0.73,7.98,5.25,4.22,40.41,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
CETGOY_CoRE,CETGOY,CoRE,Real,Grand Canonical Monte Carlo,0.62,2933.9,1817.8,0.68,1.13,10.23,9.41,6.08,40.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,5.0,1.0
ZIKJOU_CoRE,ZIKJOU,CoRE,Real,Grand Canonical Monte Carlo,0.97,1220.4,1183.6,0.63,0.65,5.82,3.96,3.96,40.34,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
BAWRUO_CoRE,BAWRUO,CoRE,Real,Grand Canonical Monte Carlo,2.72,455.2,1237.9,0.53,0.21,7.3,5.69,1.46,40.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
DAWWEF_CoRE,DAWWEF,CoRE,Real,Grand Canonical Monte Carlo,1.08,1819.4,1960.9,0.62,0.58,7.03,5.34,3.58,40.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
GEDQIR_CoRE,GEDQIR,CoRE,Real,Grand Canonical Monte Carlo,1.05,1996.1,2105.4,0.66,0.61,6.55,4.99,3.67,40.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
RAHBUZ_CoRE,RAHBUZ,CoRE,Real,Grand Canonical Monte Carlo,1.14,1433.4,1641.0,0.61,0.55,6.81,5.49,3.4,40.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
GAYFUJ_CoRE,GAYFUJ,CoRE,Real,Grand Canonical Monte Carlo,1.3,1129.3,1468.0,0.63,0.48,5.68,5.18,2.99,40.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
CUSDIE_CoRE,CUSDIE,CoRE,Real,Grand Canonical Monte Carlo,1.02,1586.0,1618.4,0.65,0.66,13.1,5.58,3.78,40.27,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
CIFMIP_CoRE,CIFMIP,CoRE,Real,Grand Canonical Monte Carlo,1.09,1529.4,1664.0,0.62,0.57,7.9,6.45,3.54,40.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
LUDVIP_CoRE,LUDVIP,CoRE,Real,Grand Canonical Monte Carlo,1.6,617.4,984.8,0.41,0.35,6.93,4.1,2.45,40.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,1.0,1.0
