Name,CSD Refcode,Database_Acronym,Generic Identity,Calculation Type,Density,GSA,VSA,VF,PV,LCD,PLD,Source,Crystal Structure File Type,Crystal Structure Availability,matched_not_open_in_col
VAGMAT_CoRE,VAGMAT,CoRE,Real,Crystallographic properties,0.364732,5202.74,1897.6,0.893672,2.3332,14.92091,13.26277,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XAFFAN_CoRE,XAFFAN,CoRE,Real,Crystallographic properties,0.365184,5181.08,1892.05,0.893631,2.32889,14.91256,13.24304,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XAFFIV_CoRE,XAFFIV,CoRE,Real,Crystallographic properties,0.358398,5328.69,1909.79,0.889989,2.36343,14.22916,13.19368,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XAFFER_CoRE,XAFFER,CoRE,Real,Crystallographic properties,0.359874,5171.11,1860.95,0.894844,2.36926,14.21921,13.28886,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XAFFOB_CoRE,XAFFOB,CoRE,Real,Crystallographic properties,0.366991,5194.87,1906.47,0.889939,2.31544,14.83913,13.174,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LURRIA_CoRE,LURRIA,CoRE,Real,Crystallographic properties,0.406542,4585.5,1864.2,0.915523,2.07895,22.37295,9.74126,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
RICBEM_CoRE,RICBEM,CoRE,Real,Crystallographic properties,0.399184,5744.81,2293.24,0.87561,2.07057,11.37522,8.59238,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VAGMEX_CoRE,VAGMEX,CoRE,Real,Crystallographic properties,0.352218,5151.95,1814.61,0.898974,2.43202,15.28058,14.48863,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
UJILAA_clean,UJILAA,CoRE 2019,Real,Machine Learning,0.420332,4716.4,1982.45,0.8898,2.1169,19.23413,9.51535,DOI: 10.5281/zenodo.3537632,CIF (P1 Symmetry),Open Source,
VEBHUG_CoRE,VEBHUG,CoRE,Real,Crystallographic properties,0.44999,4301.87,1935.8,0.87262,1.88786,17.27048,10.00571,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EDUVOO_CoRE,EDUVOO,CoRE,Real,Crystallographic properties,0.373403,4857.11,1813.66,0.912442,2.31058,20.93415,10.629,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
HABRAF_CoRE,HABRAF,CoRE,Real,Crystallographic properties,0.38234,4849.67,1854.22,0.889946,2.21088,24.30025,9.03547,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
RAYMOV_CoRE,RAYMOV,CoRE,Real,Crystallographic properties,0.424006,4874.97,2067.02,0.875956,1.9182,13.90455,9.65699,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ic101935f_si_002_auto,Not Applicable,CoRE 2019,Real,Machine Learning,0.408029,5095.35,2079.05,0.8498,2.08269,13.52781,8.78691,DOI: 10.5281/zenodo.3532134,CIF (P1 Symmetry),Open Source,
MEHMET_CoRE,MEHMET,CoRE,Real,Crystallographic properties,0.408796,4594.35,1878.15,0.885333,2.06219,21.82531,9.06966,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
UQOLUJ01_clean,UQOLUJ01,CoRE 2019,Real,Machine Learning,0.357666,4829.71,1727.42,0.8556,2.39218,18.42935,9.26413,DOI: 10.5281/zenodo.3537839,CIF (P1 Symmetry),Open Source,
c6ce00407e_c6ce00407e9_clean,Not Applicable,CoRE 2019,Real,Machine Learning,0.313342,6230.37,1952.24,0.8528,2.72162,13.32178,10.04301,DOI: 10.5281/zenodo.3529148,CIF (P1 Symmetry),Open Source,
ANUGEW_CoRE,ANUGEW,CoRE,Real,Crystallographic properties,0.443469,4588.75,2034.97,0.874377,1.86835,14.4419,10.20511,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
JARMEU_clean,JARMEU,CoRE 2019,Real,Machine Learning,0.369962,6136.03,2270.09,0.8272,2.23591,11.10695,8.30439,DOI: 10.5281/zenodo.3540923,CIF (P1 Symmetry),Open Source,
ICAQIO_CoRE,ICAQIO,CoRE,Real,Crystallographic properties,0.40349,4733.24,1909.81,0.879953,2.05099,20.39112,7.95722,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
IHENUG_clean,IHENUG,CoRE 2019,Real,Machine Learning,0.410884,4374.5,1797.41,0.8636,2.10181,12.59039,10.1441,DOI: 10.5281/zenodo.3540803,CIF (P1 Symmetry),Open Source,
AWUPAL_clean,AWUPAL,CoRE 2019,Real,Machine Learning,0.348553,5001.08,1743.14,0.8538,2.44956,18.42063,9.23563,DOI: 10.5281/zenodo.3528720,CIF (P1 Symmetry),Open Source,
NATKIF_clean,NATKIF,CoRE 2019,Real,Machine Learning,0.345463,5503.94,1901.41,0.8556,2.47668,17.00981,12.93858,DOI: 10.5281/zenodo.3534544,CIF (P1 Symmetry),Open Source,
EDUVII_clean,EDUVII,CoRE 2019,Real,Machine Learning,0.420228,4451.74,1870.75,0.8576,2.0408,20.32202,9.77849,DOI: 10.5281/zenodo.3540403,CIF (P1 Symmetry),Open Source,
ADATAC_CoRE,ADATAC,CoRE,Real,Crystallographic properties,0.33727,5145.19,1735.32,0.904943,2.57212,26.33515,10.27637,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VETMIS_CoRE,VETMIS,CoRE,Real,Crystallographic properties,0.311959,5712.77,1782.15,0.903325,2.76783,17.23979,11.94779,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
AWUNOX_clean,AWUNOX,CoRE 2019,Real,Machine Learning,0.362432,4877.13,1767.63,0.8494,2.34361,18.44931,9.28498,DOI: 10.5281/zenodo.3528718,CIF (P1 Symmetry),Open Source,
XOVPUU_clean,XOVPUU,CoRE 2019,Real,Machine Learning,0.404958,4968.9,2012.2,0.8444,2.08515,11.45503,9.77333,DOI: 10.5281/zenodo.3539297,CIF (P1 Symmetry),Open Source,
AWUPOZ_clean,AWUPOZ,CoRE 2019,Real,Machine Learning,0.353418,4915.87,1737.36,0.8534,2.41471,18.42385,9.2554,DOI: 10.5281/zenodo.3540119,CIF (P1 Symmetry),Open Source,
LEHXUT_CoRE,LEHXUT,CoRE,Real,Crystallographic properties,0.407171,4559.86,1856.64,0.875299,2.06184,24.95668,9.11981,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BAZFUF01_clean,BAZFUF01,CoRE 2019,Real,Machine Learning,0.342062,5353.8,1831.33,0.863,2.52293,20.14565,8.54605,DOI: 10.5281/zenodo.3528832,CIF (P1 Symmetry),Open Source,
ECOLEP_CoRE,ECOLEP,CoRE,Real,Crystallographic properties,0.407232,4509.46,1836.39,0.887086,2.09439,11.63969,10.91794,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EFAYIU_CoRE,EFAYIU,CoRE,Real,Crystallographic properties,0.433579,5118.71,2219.37,0.842218,1.88014,11.56521,8.64377,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NIBHUC_CoRE,NIBHUC,CoRE,Real,Crystallographic properties,0.449382,4257.32,1913.16,0.869601,1.83779,18.86769,11.8721,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LEJCIO_CoRE,LEJCIO,CoRE,Real,Crystallographic properties,0.326366,5274.77,1721.5,0.906232,2.66478,18.51563,14.09815,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XOVQEF_CoRE,XOVQEF,CoRE,Real,Crystallographic properties,0.431455,4601.55,1985.36,0.860196,1.90893,13.74391,11.42638,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ICAROV_CoRE,ICAROV,CoRE,Real,Crystallographic properties,0.406521,4646.92,1889.07,0.877468,2.03061,20.33339,7.92146,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
AWUNUD_clean,AWUNUD,CoRE 2019,Real,Machine Learning,0.383391,4791.21,1836.9,0.842,2.19619,17.2872,8.80996,DOI: 10.5281/zenodo.3528719,CIF (P1 Symmetry),Open Source,
SICZOV_CoRE,SICZOV,CoRE,Real,Crystallographic properties,0.419881,4151.14,1742.99,0.897052,2.00629,18.76086,11.86635,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XAWVUN_CoRE,XAWVUN,CoRE,Real,Crystallographic properties,0.464213,4690.64,2177.45,0.860322,1.75578,10.78711,9.22291,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LELDUD_CoRE,LELDUD,CoRE,Real,Crystallographic properties,0.458126,4309.49,1974.29,0.876621,1.79634,16.5482,9.24625,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ICAQOU_CoRE,ICAQOU,CoRE,Real,Crystallographic properties,0.413296,4545.48,1878.63,0.876626,1.99644,20.29611,7.90399,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EHIJAH_CoRE,EHIJAH,CoRE,Real,Crystallographic properties,0.385139,4502.81,1734.21,0.882653,2.20576,18.49076,11.6994,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XEBHOC_CoRE,XEBHOC,CoRE,Real,Crystallographic properties,0.465059,4666.64,2170.26,0.858808,1.75363,12.08201,9.91355,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
WAGYUA_CoRE,WAGYUA,CoRE,Real,Crystallographic properties,0.43834,4532.83,1986.92,0.857408,1.89956,16.87143,10.73771,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ERIRIG_auto,ERIRIG,CoRE 2019,Real,Machine Learning,0.426775,4770.02,2035.73,0.8318,1.94903,11.67849,9.57613,DOI: 10.5281/zenodo.3530508,CIF (P1 Symmetry),Open Source,
TOVJEV_clean,TOVJEV,CoRE 2019,Real,Machine Learning,0.399582,4736.79,1892.74,0.837,2.09469,13.68087,10.37066,DOI: 10.5281/zenodo.3537426,CIF (P1 Symmetry),Open Source,
KOPHII_clean,KOPHII,CoRE 2019,Real,Machine Learning,0.425371,4792.19,2038.46,0.8324,1.95688,11.93952,9.88769,DOI: 10.5281/zenodo.3533319,CIF (P1 Symmetry),Open Source,
GISGEW_clean,GISGEW,CoRE 2019,Real,Machine Learning,0.41736,4528.48,1890.01,0.8414,2.01601,19.90827,9.89289,DOI: 10.5281/zenodo.3540638,CIF (P1 Symmetry),Open Source,
OHUKIM_CoRE,OHUKIM,CoRE,Real,Crystallographic properties,0.423321,4642.13,1965.11,0.846444,1.89153,14.71188,8.29688,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
CUVTOD_clean,CUVTOD,CoRE 2019,Real,Machine Learning,0.38725,5019.32,1943.73,0.8586,2.21717,15.89771,10.69172,DOI: 10.5281/zenodo.3529689,CIF (P1 Symmetry),Open Source,
XAHPED_CoRE,XAHPED,CoRE,Real,Crystallographic properties,0.374438,5130.58,1921.09,0.871702,2.25968,12.36916,10.86748,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VAGMIB01_CoRE,VAGMIB01,CoRE,Real,Crystallographic properties,0.463379,4732.52,2172.68,0.860696,1.7402,11.07108,10.13618,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
SUGDIJ_auto,SUGDIJ,CoRE 2019,Real,Machine Learning,0.409914,4816.02,1974.15,0.8394,2.04775,12.99556,11.59411,DOI: 10.5281/zenodo.3537079,CIF (P1 Symmetry),Open Source,
RUFPUF_clean,RUFPUF,CoRE 2019,Real,Machine Learning,0.359492,4866.88,1749.6,0.8282,2.30381,20.40507,9.35997,DOI: 10.5281/zenodo.3541653,CIF (P1 Symmetry),Open Source,
ZILBUT_clean,ZILBUT,CoRE 2019,Real,Machine Learning,0.391248,5065.43,1981.84,0.8422,2.1526,15.80176,10.40707,DOI: 10.5281/zenodo.3542365,CIF (P1 Symmetry),Open Source,
BABRII_clean,BABRII,CoRE 2019,Real,Machine Learning,0.437369,4297.01,1879.38,0.8598,1.96585,16.97086,10.91918,DOI: 10.5281/zenodo.3540126,CIF (P1 Symmetry),Open Source,
ic800131r-file003_clean,Not Applicable,CoRE 2019,Real,Machine Learning,0.417413,4749.95,1982.69,0.8202,1.96496,12.9498,9.58722,DOI: 10.5281/zenodo.3532196,CIF (P1 Symmetry),Open Source,
ZELROZ_CoRE,ZELROZ,CoRE,Real,Crystallographic properties,0.361932,4946.77,1790.4,0.88057,2.40128,16.90888,11.06843,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
JOGSAA_clean,JOGSAA,CoRE 2019,Real,Machine Learning,0.420776,4728.27,1989.54,0.8226,1.95496,12.97631,9.4474,DOI: 10.5281/zenodo.3532898,CIF (P1 Symmetry),Open Source,
TUWVEO_clean,TUWVEO,CoRE 2019,Real,Machine Learning,0.430684,4661.18,2007.5,0.8274,1.92113,18.82638,9.31793,DOI: 10.5281/zenodo.3541845,CIF (P1 Symmetry),Open Source,
REZXUQ_clean,REZXUQ,CoRE 2019,Real,Machine Learning,0.361934,4846.42,1754.08,0.8582,2.37115,15.26291,13.95995,DOI: 10.5281/zenodo.3536459,CIF (P1 Symmetry),Open Source,
jacs.6b04608_ja6b04608_si_002_clean,Not Applicable,CoRE 2019,Real,Machine Learning,0.389439,4826.98,1879.81,0.8376,2.15079,18.84439,11.02909,DOI: 10.5281/zenodo.3540911,CIF (P1 Symmetry),Open Source,
HAVZIP_clean,HAVZIP,CoRE 2019,Real,Machine Learning,0.416845,4689.52,1954.8,0.815,1.95516,12.95456,9.6087,DOI: 10.5281/zenodo.3531699,CIF (P1 Symmetry),Open Source,
YUZPIU_clean,YUZPIU,CoRE 2019,Real,Machine Learning,0.405541,4760.85,1930.72,0.8426,2.07772,24.28264,10.2733,DOI: 10.5281/zenodo.3539800,CIF (P1 Symmetry),Open Source,
XAHPIH_CoRE,XAHPIH,CoRE,Real,Crystallographic properties,0.356183,4682.56,1667.85,0.894668,2.41949,14.31673,13.37593,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
FISGOF_clean,FISGOF,CoRE 2019,Real,Machine Learning,0.434111,4623.85,2007.26,0.8372,1.92854,15.80637,8.55438,DOI: 10.5281/zenodo.3540544,CIF (P1 Symmetry),Open Source,
HABQUY_CoRE,HABQUY,CoRE,Real,Crystallographic properties,0.289452,5749.51,1664.21,0.913288,3.04394,25.71531,12.0883,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ja809985t_si_002_clean,Not Applicable,CoRE 2019,Real,Machine Learning,0.406231,4415.34,1793.65,0.8602,2.11751,22.77836,8.92569,DOI: 10.5281/zenodo.3532755,CIF (P1 Symmetry),Open Source,
OWIZAW_CoRE,OWIZAW,CoRE,Real,Crystallographic properties,0.378656,4994.86,1891.33,0.85937,2.19504,14.23644,11.75665,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XALMOO_CoRE,XALMOO,CoRE,Real,Crystallographic properties,0.453204,4614.19,2091.17,0.859292,1.77298,13.40072,8.17122,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
CAVPUM_CoRE,CAVPUM,CoRE,Real,Crystallographic properties,0.407456,4698.06,1914.25,0.857401,2.02077,20.42752,7.78037,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
GEBPEK_clean,GEBPEK,CoRE 2019,Real,Machine Learning,0.462491,4182.35,1934.3,0.837,1.80977,17.98452,9.34908,DOI: 10.5281/zenodo.3540626,CIF (P1 Symmetry),Open Source,
YODWUL_clean,YODWUL,CoRE 2019,Real,Machine Learning,0.424505,4491.91,1906.84,0.849,1.99997,23.49364,11.53361,DOI: 10.5281/zenodo.3539626,CIF (P1 Symmetry),Open Source,
OPAWOT_clean,OPAWOT,CoRE 2019,Real,Machine Learning,0.368208,4780.85,1760.35,0.8394,2.27969,19.63512,11.96639,DOI: 10.5281/zenodo.3535178,CIF (P1 Symmetry),Open Source,
SUNLAP_clean,SUNLAP,CoRE 2019,Real,Machine Learning,0.304225,5456.29,1659.94,0.8758,2.87879,15.71173,14.36824,DOI: 10.5281/zenodo.3541748,CIF (P1 Symmetry),Open Source,
LATBUG_clean,LATBUG,CoRE 2019,Real,Machine Learning,0.373345,4698.37,1754.11,0.8458,2.26547,17.59724,12.77954,DOI: 10.5281/zenodo.3541082,CIF (P1 Symmetry),Open Source,
LEJCEK_CoRE,LEJCEK,CoRE,Real,Crystallographic properties,0.334035,5776.14,1929.44,0.881767,2.58485,17.20124,11.68232,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
MUZKEZ_clean,MUZKEZ,CoRE 2019,Real,Machine Learning,0.353615,4905.83,1734.78,0.8448,2.38904,17.52243,13.2696,DOI: 10.5281/zenodo.3541226,CIF (P1 Symmetry),Open Source,
QIYDAF01_clean,QIYDAF01,CoRE 2019,Real,Machine Learning,0.303251,5615.12,1702.79,0.8664,2.85704,22.00141,13.57926,DOI: 10.5281/zenodo.3541546,CIF (P1 Symmetry),Open Source,
CAVPEW_CoRE,CAVPEW,CoRE,Real,Crystallographic properties,0.40269,4739.37,1908.5,0.856346,2.04056,20.25907,7.7782,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LATCAN_clean,LATCAN,CoRE 2019,Real,Machine Learning,0.380351,4625.73,1759.4,0.8424,2.21479,17.46459,13.36465,DOI: 10.5281/zenodo.3541083,CIF (P1 Symmetry),Open Source,
NAFSOF_clean,NAFSOF,CoRE 2019,Real,Machine Learning,0.437831,5219.56,2285.29,0.8158,1.86328,10.41333,8.31604,DOI: 10.5281/zenodo.3534471,CIF (P1 Symmetry),Open Source,
ja512973b_si_003_auto,Not Applicable,CoRE 2019,Real,Machine Learning,0.403686,4665.31,1883.32,0.8204,2.03227,21.33814,8.58252,DOI: 10.5281/zenodo.3532734,CIF (P1 Symmetry),Open Source,
TEQPEM_CoRE,TEQPEM,CoRE,Real,Crystallographic properties,0.572911,3456.24,1980.12,0.856769,1.44767,17.24345,9.15782,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XOVQEF_SL,XOVQEF           ,CoRE 2019,Real,Machine Learning,0.433642,4618.32,2002.7,0.8224,1.89649,13.73802,11.42638,DOI: 10.5281/zenodo.3539299,CIF (P1 Symmetry),Open Source,
YUGZIK_CoRE,YUGZIK,CoRE,Real,Crystallographic properties,0.448758,4852.76,2177.71,0.839583,1.79292,11.91055,8.94015,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
PUZLOM_CoRE,PUZLOM,CoRE,Real,Crystallographic properties,0.44845,4948.92,2219.35,0.847671,1.80012,16.85609,8.37658,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NAYZOE_CoRE,NAYZOE,CoRE,Real,Crystallographic properties,0.498918,4639.93,2314.94,0.85676,1.62429,15.81707,6.52553,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XAFFUH_CoRE,XAFFUH,CoRE,Real,Crystallographic properties,0.329166,5152.2,1695.93,0.90336,2.63112,23.72832,19.63801,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XUKYEI_CoRE,XUKYEI,CoRE,Real,Crystallographic properties,0.287208,6326.62,1817.06,0.882088,3.02171,13.17229,10.75846,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
OYERER_clean,OYERER,CoRE 2019,Real,Machine Learning,0.462369,4736.81,2190.15,0.8394,1.81543,14.32515,11.45272,DOI: 10.5281/zenodo.3535388,CIF (P1 Symmetry),Open Source,
ja5111317_ja5111317_si_002_auto,Not Applicable,CoRE 2019,Real,Machine Learning,0.420413,4501.6,1892.53,0.8218,1.95474,21.37941,8.74134,DOI: 10.5281/zenodo.3532725,CIF (P1 Symmetry),Open Source,
HOMXIR_CoRE,HOMXIR,CoRE,Real,Crystallographic properties,0.394433,4388.16,1730.84,0.875346,2.16133,23.70226,22.8547,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
RAYMIP_CoRE,RAYMIP,CoRE,Real,Crystallographic properties,0.502799,4101.42,2062.19,0.897531,1.61054,13.47425,9.80305,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
FUYCIN_clean,FUYCIN,CoRE 2019,Real,Machine Learning,0.437316,4292.99,1877.39,0.832,1.90251,11.38543,11.12419,DOI: 10.5281/zenodo.3531167,CIF (P1 Symmetry),Open Source,
AVAKOZ_clean,AVAKOZ,CoRE 2019,Real,Machine Learning,0.389041,4401.8,1712.48,0.8514,2.18846,25.30833,7.92242,DOI: 10.5281/zenodo.3540109,CIF (P1 Symmetry),Open Source,
FALBAX_CoRE,FALBAX,CoRE,Real,Crystallographic properties,0.447193,4718.7,2110.17,0.831169,1.7983,16.1525,9.49143,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
YODWOF_clean,YODWOF,CoRE 2019,Real,Machine Learning,0.354351,4785.8,1695.85,0.8718,2.46027,21.60336,14.63737,DOI: 10.5281/zenodo.3539625,CIF (P1 Symmetry),Open Source,
PUZMAZ_CoRE,PUZMAZ,CoRE,Real,Crystallographic properties,0.447552,4727.9,2115.98,0.831479,1.79557,16.42157,9.23775,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
UKIBIB_clean,UKIBIB,CoRE 2019,Real,Machine Learning,0.429891,4272.06,1836.52,0.8336,1.9391,18.78161,10.32446,DOI: 10.5281/zenodo.3537678,CIF (P1 Symmetry),Open Source,
CAVPIA_CoRE,CAVPIA,CoRE,Real,Crystallographic properties,0.416148,4654.13,1936.81,0.853313,1.96879,19.92035,7.7515,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
FIFGEI_clean,FIFGEI,CoRE 2019,Real,Machine Learning,0.412792,4211.18,1738.34,0.8636,2.09209,16.15291,14.69313,DOI: 10.5281/zenodo.3530932,CIF (P1 Symmetry),Open Source,
RUTNOK01_clean,RUTNOK01,CoRE 2019,Real,Machine Learning,0.281731,5994.19,1688.75,0.8722,3.09586,25.02683,12.50018,DOI: 10.5281/zenodo.3541668,CIF (P1 Symmetry),Open Source,
EPONAA_clean,EPONAA,CoRE 2019,Real,Machine Learning,0.495184,5217.09,2583.42,0.8544,1.72542,9.18286,8.73453,DOI: 10.5281/zenodo.3530468,CIF (P1 Symmetry),Open Source,
ADATIK_CoRE,ADATIK,CoRE,Real,Crystallographic properties,0.377577,4566.13,1724.07,0.894563,2.30011,24.55082,12.17426,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BIBXOB_CoRE,BIBXOB,CoRE,Real,Crystallographic properties,0.409554,4923.94,2016.62,0.868338,2.03644,19.6895,7.98654,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EPONEE_clean,EPONEE,CoRE 2019,Real,Machine Learning,0.492814,5239.6,2582.15,0.8536,1.73209,9.19024,8.74095,DOI: 10.5281/zenodo.3530469,CIF (P1 Symmetry),Open Source,
PODKUQ_clean,PODKUQ,CoRE 2019,Real,Machine Learning,0.425765,4763.26,2028.03,0.8332,1.95695,22.31857,8.92625,DOI: 10.5281/zenodo.3535692,CIF (P1 Symmetry),Open Source,
VEBHUG_SL,VEBHUG           ,CoRE 2019,Real,Machine Learning,0.511068,3751.27,1917.15,0.8468,1.65692,17.30249,9.82354,DOI: 10.5281/zenodo.3538106,CIF (P1 Symmetry),Open Source,
NUVYEK_clean,NUVYEK,CoRE 2019,Real,Machine Learning,0.463781,4626.13,2145.51,0.8266,1.78231,12.21539,10.6662,DOI: 10.5281/zenodo.3534904,CIF (P1 Symmetry),Open Source,
LUKLIN_CoRE,LUKLIN,CoRE,Real,Crystallographic properties,0.466068,4054.08,1889.48,0.885819,1.76769,20.05812,9.81612,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
KUVMIZ_clean,KUVMIZ,CoRE 2019,Real,Machine Learning,0.361001,4915.74,1774.59,0.8214,2.27534,15.75075,11.00764,DOI: 10.5281/zenodo.3533418,CIF (P1 Symmetry),Open Source,
BOQQAB_clean,BOQQAB,CoRE 2019,Real,Machine Learning,0.498373,3806.15,1896.88,0.8492,1.70394,18.2804,9.88931,DOI: 10.5281/zenodo.3540166,CIF (P1 Symmetry),Open Source,
XANLEF_clean,XANLEF,CoRE 2019,Real,Machine Learning,0.363097,4962.25,1801.78,0.8336,2.2958,22.31043,11.71227,DOI: 10.5281/zenodo.3539012,CIF (P1 Symmetry),Open Source,
GAGZEV_CoRE,GAGZEV,CoRE,Real,Crystallographic properties,0.279149,5776.99,1612.64,0.916059,3.17095,28.66522,11.53772,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ADASAB_CoRE,ADASAB,CoRE,Real,Crystallographic properties,0.343942,4800.23,1651.0,0.883535,2.52819,22.82164,13.49014,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BIPSUQ_clean,BIPSUQ,CoRE 2019,Real,Machine Learning,0.43749,4480.84,1960.32,0.8374,1.9141,18.61448,16.92881,DOI: 10.5281/zenodo.3528964,CIF (P1 Symmetry),Open Source,
QIYDIN01_clean,QIYDIN01,CoRE 2019,Real,Machine Learning,0.395741,4598.09,1819.65,0.8328,2.10441,21.60142,10.45655,DOI: 10.5281/zenodo.3536042,CIF (P1 Symmetry),Open Source,
XONLES01_clean,XONLES01,CoRE 2019,Real,Machine Learning,0.303181,5408.75,1639.83,0.871,2.87288,15.55222,13.97126,DOI: 10.5281/zenodo.3539268,CIF (P1 Symmetry),Open Source,
MIXZOK_clean,MIXZOK,CoRE 2019,Real,Machine Learning,0.452893,4657.62,2109.4,0.8114,1.79159,13.18784,9.81049,DOI: 10.5281/zenodo.3534278,CIF (P1 Symmetry),Open Source,
SAHYOQ05_CoRE,SAHYOQ05,CoRE,Real,Crystallographic properties,0.589515,3716.44,2191.62,0.835528,1.37286,15.07943,7.95726,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
YUZPEQ_clean,YUZPEQ,CoRE 2019,Real,Machine Learning,0.4666,4487.44,2093.84,0.8266,1.77154,21.49816,9.22584,DOI: 10.5281/zenodo.3539799,CIF (P1 Symmetry),Open Source,
ADASEF_CoRE,ADASEF,CoRE,Real,Crystallographic properties,0.435607,4167.72,1815.49,0.887154,1.95631,21.62414,10.92309,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BICPUA_CoRE,BICPUA,CoRE,Real,Crystallographic properties,0.543859,3813.03,2073.75,0.88351,1.49846,13.79678,9.90606,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LAWGEW_CoRE,LAWGEW,CoRE,Real,Crystallographic properties,0.591684,3718.54,2200.2,0.830788,1.36781,15.07373,7.93691,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LAWGIA_CoRE,LAWGIA,CoRE,Real,Crystallographic properties,0.590588,3723.04,2198.78,0.830724,1.37033,15.07449,7.93652,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
KOZQEX_clean,KOZQEX,CoRE 2019,Real,Machine Learning,0.430914,4453.33,1919.0,0.8428,1.95584,22.4236,6.86083,DOI: 10.5281/zenodo.3533350,CIF (P1 Symmetry),Open Source,
WIYMOG_CoRE,WIYMOG,CoRE,Real,Crystallographic properties,0.408102,6832.55,2788.37,0.813229,2.04703,12.0545,7.54941,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LAWGOG_CoRE,LAWGOG,CoRE,Real,Crystallographic properties,0.589428,3728.18,2197.49,0.828733,1.37309,15.08099,7.93827,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
