Name,CSD Refcode,Database_Acronym,Generic Identity,Calculation Type,Density,GSA,VSA,VF,PV,LCD,PLD,Source,Crystal Structure File Type,Crystal Structure Availability,matched_not_open_in_col
YIXFIW_clean,YIXFIW,CoRE 2019,Real,Machine Learning,1.46617,657.369,963.816,0.4922,0.335704,4.72359,3.58415,DOI: 10.5281/zenodo.3539598,CIF (P1 Symmetry),Open Source,
QAVWAN_CoRE,QAVWAN,CoRE,Real,Crystallographic properties,1.14455,802.404,918.39,0.473367,0.463206,6.3577,4.74176,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VEQBID_CoRE,VEQBID,CoRE,Real,Crystallographic properties,1.46143,751.597,1098.4,0.38891,0.370609,6.52238,4.921,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
SOKKOT_ion_b,SOKKOT,CoRE 2019,Real,Machine Learning,1.21138,703.947,852.75,0.5432,0.448412,6.1792,5.66918,DOI: 10.5281/zenodo.3537010,CIF (P1 Symmetry),Open Source,
OLONAG_clean,OLONAG,CoRE 2019,Real,Machine Learning,1.82825,0.0,0.0,0.4878,0.266812,5.4975,2.97064,DOI: 10.5281/zenodo.3535138,CIF (P1 Symmetry),Open Source,
ALASEN_clean,ALASEN,CoRE 2019,Real,Machine Learning,1.61383,627.913,1013.34,0.484,0.299908,5.7323,4.48262,DOI: 10.5281/zenodo.3540083,CIF (P1 Symmetry),Open Source,
WURNOO_clean,WURNOO,CoRE 2019,Real,Machine Learning,1.32896,787.578,1046.66,0.471,0.354412,6.92026,6.59227,DOI: 10.5281/zenodo.3538872,CIF (P1 Symmetry),Open Source,
RAXBOJ_clean,RAXBOJ,CoRE 2019,Real,Machine Learning,2.43966,449.444,1096.49,0.4662,0.191092,5.29579,3.70027,DOI: 10.5281/zenodo.3541587,CIF (P1 Symmetry),Open Source,
FAKZUP_clean,FAKZUP,CoRE 2019,Real,Machine Learning,1.21895,704.047,858.201,0.5124,0.42036,5.31149,3.47405,DOI: 10.5281/zenodo.3540495,CIF (P1 Symmetry),Open Source,
LAVCUJ_clean,LAVCUJ,CoRE 2019,Real,Machine Learning,2.2011,488.794,1075.88,0.5356,0.243333,4.43208,3.98772,DOI: 10.5281/zenodo.3533554,CIF (P1 Symmetry),Open Source,
LUDRUZ_clean,LUDRUZ,CoRE 2019,Real,Machine Learning,1.1124,0.0,0.0,0.51,0.458468,5.22878,2.45714,DOI: 10.5281/zenodo.3533833,CIF (P1 Symmetry),Open Source,
DEKHEH_CoRE,DEKHEH,CoRE,Real,Crystallographic properties,1.07065,989.088,1058.96,0.459028,0.490412,5.43686,4.14383,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
DANVEU_clean,DANVEU,CoRE 2019,Real,Machine Learning,1.43425,0.0,0.0,0.5716,0.398536,6.53986,2.5799,DOI: 10.5281/zenodo.3529792,CIF (P1 Symmetry),Open Source,
ONAWEG02_clean,ONAWEG02,CoRE 2019,Real,Machine Learning,1.09883,0.0,0.0,0.5234,0.476325,3.86153,2.67486,DOI: 10.5281/zenodo.3535165,CIF (P1 Symmetry),Open Source,
YOYWEQ01_clean,YOYWEQ01,CoRE 2019,Real,Machine Learning,2.03962,471.022,960.704,0.5242,0.257009,4.53154,3.47646,DOI: 10.5281/zenodo.3539688,CIF (P1 Symmetry),Open Source,
NODKAT_clean,NODKAT,CoRE 2019,Real,Machine Learning,1.20089,725.159,870.838,0.5258,0.437841,4.87174,3.58316,DOI: 10.5281/zenodo.3534797,CIF (P1 Symmetry),Open Source,
IPIJEY_clean,IPIJEY,CoRE 2019,Real,Machine Learning,1.3358,771.213,1030.18,0.4974,0.372363,5.9118,5.17695,DOI: 10.5281/zenodo.3532437,CIF (P1 Symmetry),Open Source,
XUCLIS_clean,XUCLIS,CoRE 2019,Real,Machine Learning,1.10806,0.0,0.0,0.495,0.446727,6.38625,3.16193,DOI: 10.5281/zenodo.3539314,CIF (P1 Symmetry),Open Source,
TUMQUP_clean,TUMQUP,CoRE 2019,Real,Machine Learning,1.23624,810.094,1001.47,0.4982,0.402997,4.44637,3.56968,DOI: 10.5281/zenodo.3537486,CIF (P1 Symmetry),Open Source,
METYIU_CoRE,METYIU,CoRE,Real,Crystallographic properties,1.31027,839.801,1100.37,0.397198,0.413102,7.46108,4.86322,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ILECIN_clean,ILECIN,CoRE 2019,Real,Machine Learning,1.14451,0.0,0.0,0.5344,0.466924,4.56784,2.62927,DOI: 10.5281/zenodo.3532358,CIF (P1 Symmetry),Open Source,
KETHEY02_clean,KETHEY02,CoRE 2019,Real,Machine Learning,1.49143,660.22,984.672,0.4862,0.325996,5.25403,3.55446,DOI: 10.5281/zenodo.3533160,CIF (P1 Symmetry),Open Source,
VOCQEJ_clean,VOCQEJ,CoRE 2019,Real,Machine Learning,1.262,770.82,972.776,0.4598,0.364342,4.92905,3.74227,DOI: 10.5281/zenodo.3538291,CIF (P1 Symmetry),Open Source,
TIGVUC_clean,TIGVUC,CoRE 2019,Real,Machine Learning,1.07454,791.651,850.662,0.5344,0.497328,4.87344,3.46442,DOI: 10.5281/zenodo.3537315,CIF (P1 Symmetry),Open Source,
NEKMUN_clean,NEKMUN,CoRE 2019,Real,Machine Learning,1.30616,774.717,1011.9,0.4788,0.366572,5.69957,3.6274,DOI: 10.5281/zenodo.3534614,CIF (P1 Symmetry),Open Source,
TOKLIQ_clean,TOKLIQ,CoRE 2019,Real,Machine Learning,1.54661,683.092,1056.48,0.5414,0.350055,5.64394,4.10563,DOI: 10.5281/zenodo.3541823,CIF (P1 Symmetry),Open Source,
VABKEP_clean,VABKEP,CoRE 2019,Real,Machine Learning,1.77481,519.449,921.923,0.5318,0.299638,5.5891,3.80225,DOI: 10.5281/zenodo.3541950,CIF (P1 Symmetry),Open Source,
QOCBUH_clean,QOCBUH,CoRE 2019,Real,Machine Learning,1.65942,653.917,1085.12,0.4334,0.261175,5.62714,5.2779,DOI: 10.5281/zenodo.3536057,CIF (P1 Symmetry),Open Source,
c6ta07145g_c6ta07145g2_clean,Not Applicable,CoRE 2019,Real,Machine Learning,1.26554,729.74,923.516,0.497,0.392717,6.02059,3.60964,DOI: 10.5281/zenodo.3540214,CIF (P1 Symmetry),Open Source,
EVEGOB_clean,EVEGOB,CoRE 2019,Real,Machine Learning,1.28252,720.888,924.55,0.5186,0.404362,6.69286,4.9654,DOI: 10.5281/zenodo.3530592,CIF (P1 Symmetry),Open Source,
CUMDUK_clean,CUMDUK,CoRE 2019,Real,Machine Learning,1.54452,655.538,1012.49,0.489,0.316603,6.0834,3.52201,DOI: 10.5281/zenodo.3529646,CIF (P1 Symmetry),Open Source,
ZUNZIT_clean,ZUNZIT,CoRE 2019,Real,Machine Learning,1.54704,688.333,1064.88,0.4702,0.303935,5.02966,4.18682,DOI: 10.5281/zenodo.3540027,CIF (P1 Symmetry),Open Source,
EGAGEA_clean,EGAGEA,CoRE 2019,Real,Machine Learning,1.52814,653.988,999.384,0.5156,0.337404,5.34124,3.39236,DOI: 10.5281/zenodo.3530306,CIF (P1 Symmetry),Open Source,
TEQTEQ_CoRE,TEQTEQ,CoRE,Real,Crystallographic properties,1.15116,895.947,1031.38,0.445762,0.446487,6.71223,5.81974,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
AKOXIJ_clean,AKOXIJ,CoRE 2019,Real,Machine Learning,1.42761,716.43,1022.79,0.528,0.369848,7.01714,4.33707,DOI: 10.5281/zenodo.3540081,CIF (P1 Symmetry),Open Source,
IXISOZ02_clean,IXISOZ02,CoRE 2019,Real,Machine Learning,1.46415,671.767,983.567,0.4992,0.340949,4.74076,3.59919,DOI: 10.5281/zenodo.3532573,CIF (P1 Symmetry),Open Source,
EBATUY_CoRE,EBATUY,CoRE,Real,Crystallographic properties,1.25605,0.0,0.0,0.425537,0.433631,5.89375,3.67074,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BEFMAC_clean,BEFMAC,CoRE 2019,Real,Machine Learning,1.51705,661.215,1003.1,0.5144,0.339079,5.39704,3.47321,DOI: 10.5281/zenodo.3528846,CIF (P1 Symmetry),Open Source,
TEQWER01_clean,TEQWER01,CoRE 2019,Real,Machine Learning,1.6409,538.504,883.632,0.5372,0.327381,4.21874,3.59841,DOI: 10.5281/zenodo.3537272,CIF (P1 Symmetry),Open Source,
MASZUD_CoRE,MASZUD,CoRE,Real,Crystallographic properties,1.46962,592.879,871.306,0.408851,0.366227,6.16395,3.77069,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
YEZKUL_clean,YEZKUL,CoRE 2019,Real,Machine Learning,1.19045,0.0,0.0,0.5068,0.425721,5.95403,3.22793,DOI: 10.5281/zenodo.3539543,CIF (P1 Symmetry),Open Source,
HOGJOD_clean,HOGJOD,CoRE 2019,Real,Machine Learning,1.43501,693.686,995.445,0.5006,0.348848,4.75742,3.71555,DOI: 10.5281/zenodo.3531886,CIF (P1 Symmetry),Open Source,
OPAMOI_clean,OPAMOI,CoRE 2019,Real,Machine Learning,1.66467,600.345,999.374,0.5336,0.320544,4.34496,3.46478,DOI: 10.5281/zenodo.3535173,CIF (P1 Symmetry),Open Source,
KUTRUO_clean,KUTRUO,CoRE 2019,Real,Machine Learning,1.18846,684.776,813.826,0.5106,0.429633,6.83473,3.59668,DOI: 10.5281/zenodo.3533415,CIF (P1 Symmetry),Open Source,
NAYKAB_CoRE,NAYKAB,CoRE,Real,Crystallographic properties,1.15884,0.0,0.0,0.383939,0.459383,7.54836,3.69021,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EREFEN01_CoRE,EREFEN01,CoRE,Real,Crystallographic properties,1.12984,347.428,392.536,0.497184,0.476594,5.00416,3.89827,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ZEXKUK_CoRE,ZEXKUK,CoRE,Real,Crystallographic properties,1.10203,997.411,1099.18,0.463606,0.470531,5.43641,4.11889,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
OVIWOG_clean,OVIWOG,CoRE 2019,Real,Machine Learning,3.86628,271.209,1048.57,0.4996,0.12922,6.17675,3.66385,DOI: 10.5281/zenodo.3541409,CIF (P1 Symmetry),Open Source,
KOMVIT_clean,KOMVIT,CoRE 2019,Real,Machine Learning,1.08467,845.08,916.631,0.4426,0.408051,5.90535,4.58324,DOI: 10.5281/zenodo.3533313,CIF (P1 Symmetry),Open Source,
TERNUA_CoRE,TERNUA,CoRE,Real,Crystallographic properties,1.44294,804.334,1160.61,0.544513,0.384753,7.01847,4.73004,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
RULVUP_clean,RULVUP,CoRE 2019,Real,Machine Learning,1.11888,784.859,878.165,0.5036,0.450092,5.01128,4.18788,DOI: 10.5281/zenodo.3536646,CIF (P1 Symmetry),Open Source,
NETFEY_clean,NETFEY,CoRE 2019,Real,Machine Learning,1.56583,678.245,1062.01,0.5366,0.342695,5.99191,3.34732,DOI: 10.5281/zenodo.3534637,CIF (P1 Symmetry),Open Source,
TUJGAI_clean,TUJGAI,CoRE 2019,Real,Machine Learning,1.93315,473.272,914.908,0.4616,0.238781,5.32704,3.96008,DOI: 10.5281/zenodo.3541840,CIF (P1 Symmetry),Open Source,
WUSGIC_clean,WUSGIC,CoRE 2019,Real,Machine Learning,1.49843,715.381,1071.95,0.5224,0.348632,4.47666,3.4574,DOI: 10.5281/zenodo.3538874,CIF (P1 Symmetry),Open Source,
GITPEG_clean,GITPEG,CoRE 2019,Real,Machine Learning,1.37879,0.0,0.0,0.5574,0.404266,6.10696,3.27236,DOI: 10.5281/zenodo.3540639,CIF (P1 Symmetry),Open Source,
FALVUL01_CoRE,FALVUL01,CoRE,Real,Crystallographic properties,1.5825,0.0,0.0,0.432005,0.339894,5.46026,3.31892,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
CAXXEG_CoRE,CAXXEG,CoRE,Real,Crystallographic properties,1.21319,811.917,985.007,0.458073,0.448935,6.07325,3.85926,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ZUPBET_clean,ZUPBET,CoRE 2019,Real,Machine Learning,1.52077,729.746,1109.78,0.4686,0.308133,5.03517,4.18078,DOI: 10.5281/zenodo.3540028,CIF (P1 Symmetry),Open Source,
VOCQAF_clean,VOCQAF,CoRE 2019,Real,Machine Learning,1.25635,777.039,976.237,0.4616,0.367412,4.95925,3.73408,DOI: 10.5281/zenodo.3538290,CIF (P1 Symmetry),Open Source,
HUHBET_clean,HUHBET,CoRE 2019,Real,Machine Learning,1.3667,697.251,952.931,0.456,0.333651,5.15548,4.03539,DOI: 10.5281/zenodo.3532003,CIF (P1 Symmetry),Open Source,
ZILBAZ_CoRE,ZILBAZ,CoRE,Real,Crystallographic properties,0.999721,726.049,725.846,0.387888,0.551032,4.9863,4.28704,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
SODZIV_CoRE,SODZIV,CoRE,Real,Crystallographic properties,1.2688,757.073,960.571,0.394362,0.423982,6.23207,5.25681,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VICLAW_CoRE,VICLAW,CoRE,Real,Crystallographic properties,1.11891,818.488,915.812,0.349435,0.473934,7.38415,6.2427,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
KORNAI_clean,KORNAI,CoRE 2019,Real,Machine Learning,1.38102,723.73,999.488,0.4722,0.34192,6.27152,3.95758,DOI: 10.5281/zenodo.3533324,CIF (P1 Symmetry),Open Source,
ZEZPOL_CoRE,ZEZPOL,CoRE,Real,Crystallographic properties,1.35634,0.0,0.0,0.414516,0.416768,5.01325,3.17956,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
JIQVAH_CoRE,JIQVAH,CoRE,Real,Crystallographic properties,1.67874,0.0,0.0,0.370427,0.325238,4.60365,3.31132,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ZIKCED_clean,ZIKCED,CoRE 2019,Real,Machine Learning,1.27675,737.875,942.085,0.4966,0.388955,6.17439,3.39179,DOI: 10.5281/zenodo.3539936,CIF (P1 Symmetry),Open Source,
LELMIA01_CoRE,LELMIA01,CoRE,Real,Crystallographic properties,1.47804,720.2,1064.49,0.514194,0.348046,5.7573,4.86083,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
CIWYUD_CoRE,CIWYUD,CoRE,Real,Crystallographic properties,1.41213,793.835,1121.0,0.483427,0.374297,7.106,4.57125,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XIZJEW_clean,XIZJEW,CoRE 2019,Real,Machine Learning,1.71463,505.333,866.46,0.4918,0.286825,5.72446,3.86989,DOI: 10.5281/zenodo.3542232,CIF (P1 Symmetry),Open Source,
PEJMOI_CoRE,PEJMOI,CoRE,Real,Crystallographic properties,1.78918,427.346,764.599,0.385916,0.277239,7.77261,4.72411,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
DEFKUU_CoRE,DEFKUU,CoRE,Real,Crystallographic properties,1.71115,753.166,1288.78,0.46489,0.313717,5.40643,4.54385,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VOBRUB_clean,VOBRUB,CoRE 2019,Real,Machine Learning,1.252,790.053,989.147,0.4922,0.393131,4.37729,3.47803,DOI: 10.5281/zenodo.3538285,CIF (P1 Symmetry),Open Source,
DOYBUQ01_clean,DOYBUQ01,CoRE 2019,Real,Machine Learning,1.90606,461.183,879.044,0.519,0.272289,4.47276,3.50575,DOI: 10.5281/zenodo.3530071,CIF (P1 Symmetry),Open Source,
LORROB_clean,LORROB,CoRE 2019,Real,Machine Learning,1.37197,684.2,938.703,0.4942,0.360212,6.37003,3.61495,DOI: 10.5281/zenodo.3533803,CIF (P1 Symmetry),Open Source,
CAWVIH_SL,CAWVIH           ,CoRE 2019,Real,Machine Learning,1.24069,726.283,901.093,0.4956,0.399454,6.49654,4.73872,DOI: 10.5281/zenodo.3529222,CIF (P1 Symmetry),Open Source,
QUSQIG_clean,QUSQIG,CoRE 2019,Real,Machine Learning,1.42878,726.335,1037.77,0.4826,0.337771,4.53831,3.95004,DOI: 10.5281/zenodo.3536252,CIF (P1 Symmetry),Open Source,
CODVAU_clean,CODVAU,CoRE 2019,Real,Machine Learning,1.86805,512.328,957.055,0.4588,0.245604,5.70592,4.39685,DOI: 10.5281/zenodo.3540269,CIF (P1 Symmetry),Open Source,
XAPTUE_CoRE,XAPTUE,CoRE,Real,Crystallographic properties,1.46731,781.718,1147.02,0.546224,0.377028,7.01351,4.77674,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
PILJAX_clean,PILJAX,CoRE 2019,Real,Machine Learning,1.38338,721.569,998.206,0.4758,0.34394,6.83681,4.60726,DOI: 10.5281/zenodo.3541468,CIF (P1 Symmetry),Open Source,
LULLOV_clean,LULLOV,CoRE 2019,Real,Machine Learning,1.32789,705.168,936.389,0.4664,0.351233,4.97315,4.11903,DOI: 10.5281/zenodo.3533858,CIF (P1 Symmetry),Open Source,
HARSOK_clean,HARSOK,CoRE 2019,Real,Machine Learning,1.34815,722.308,973.783,0.482,0.357526,5.50752,5.18944,DOI: 10.5281/zenodo.3540692,CIF (P1 Symmetry),Open Source,
DIKPOD_clean,DIKPOD,CoRE 2019,Real,Machine Learning,1.73149,0.0,0.0,0.554,0.319956,5.23747,3.3006,DOI: 10.5281/zenodo.3529921,CIF (P1 Symmetry),Open Source,
RUFRIV_clean,RUFRIV,CoRE 2019,Real,Machine Learning,1.44845,696.116,1008.29,0.4786,0.330421,7.49731,4.21343,DOI: 10.5281/zenodo.3536612,CIF (P1 Symmetry),Open Source,
ADOBIF_clean,ADOBIF,CoRE 2019,Real,Machine Learning,1.58873,594.207,944.037,0.4886,0.30754,5.54781,3.82743,DOI: 10.5281/zenodo.3540065,CIF (P1 Symmetry),Open Source,
HOXKUB_CoRE,HOXKUB,CoRE,Real,Crystallographic properties,1.716,615.405,1056.03,0.514926,0.313394,6.32021,4.20706,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
OPOZEZ_CoRE,OPOZEZ,CoRE,Real,Crystallographic properties,1.13101,890.746,1007.44,0.416205,0.470896,7.29162,6.03013,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NERNON_CoRE,NERNON,CoRE,Real,Crystallographic properties,1.1566,788.426,911.893,0.441732,0.476285,6.35292,3.79738,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
GUNZIA_clean,GUNZIA,CoRE 2019,Real,Machine Learning,1.2153,688.601,836.856,0.5296,0.435778,5.83475,4.30482,DOI: 10.5281/zenodo.3531544,CIF (P1 Symmetry),Open Source,
NAYNIK_clean,NAYNIK,CoRE 2019,Real,Machine Learning,1.72086,552.388,950.582,0.5262,0.305777,5.90297,3.81726,DOI: 10.5281/zenodo.3534572,CIF (P1 Symmetry),Open Source,
SIWTEZ_clean,SIWTEZ,CoRE 2019,Real,Machine Learning,1.39975,750.605,1050.66,0.4732,0.33806,6.78942,4.98966,DOI: 10.5281/zenodo.3536957,CIF (P1 Symmetry),Open Source,
PEMGEV_clean,PEMGEV,CoRE 2019,Real,Machine Learning,1.41497,741.327,1048.95,0.4866,0.343895,5.81147,5.44043,DOI: 10.5281/zenodo.3541450,CIF (P1 Symmetry),Open Source,
LAWGUO_clean,LAWGUO,CoRE 2019,Real,Machine Learning,1.75912,482.104,848.078,0.4794,0.272523,7.18198,3.98931,DOI: 10.5281/zenodo.3541088,CIF (P1 Symmetry),Open Source,
RUYZUH_clean,RUYZUH,CoRE 2019,Real,Machine Learning,2.36782,440.408,1042.81,0.4718,0.199255,5.57075,3.47029,DOI: 10.5281/zenodo.3536705,CIF (P1 Symmetry),Open Source,
ja994186h_clean,Not Applicable,CoRE 2019,Real,Machine Learning,2.86546,385.316,1104.11,0.5458,0.190475,4.72373,3.33378,DOI: 10.5281/zenodo.3532762,CIF (P1 Symmetry),Open Source,
FURFOP_clean,FURFOP,CoRE 2019,Real,Machine Learning,1.22098,406.459,496.28,0.5202,0.42605,4.93892,3.56519,DOI: 10.5281/zenodo.3531119,CIF (P1 Symmetry),Open Source,
BIMDEF_CoRE,BIMDEF,CoRE,Real,Crystallographic properties,1.38964,0.0,0.0,0.47888,0.389539,4.67684,3.43732,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LAWGOI_clean,LAWGOI,CoRE 2019,Real,Machine Learning,1.58223,598.451,946.888,0.4988,0.315251,6.79778,4.16971,DOI: 10.5281/zenodo.3541087,CIF (P1 Symmetry),Open Source,
ESEHIV_clean,ESEHIV,CoRE 2019,Real,Machine Learning,1.24278,707.477,879.237,0.5044,0.405865,5.10587,3.69765,DOI: 10.5281/zenodo.3530528,CIF (P1 Symmetry),Open Source,
ic500905z_si_002_clean,Not Applicable,CoRE 2019,Real,Machine Learning,1.25131,0.0,0.0,0.5278,0.421798,7.3175,3.29202,DOI: 10.5281/zenodo.3540762,CIF (P1 Symmetry),Open Source,
HUCBAJ_CoRE,HUCBAJ,CoRE,Real,Crystallographic properties,1.20004,567.475,680.997,0.576175,0.439036,5.86454,3.89752,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EXUHUC_clean,EXUHUC,CoRE 2019,Real,Machine Learning,1.22274,696.948,852.187,0.5232,0.427891,6.22107,4.0898,DOI: 10.5281/zenodo.3530657,CIF (P1 Symmetry),Open Source,
QOBPEE_clean,QOBPEE,CoRE 2019,Real,Machine Learning,1.67865,632.793,1062.24,0.4286,0.255324,5.93943,5.1846,DOI: 10.5281/zenodo.3536050,CIF (P1 Symmetry),Open Source,
XINYAW_clean,XINYAW,CoRE 2019,Real,Machine Learning,1.12632,0.0,0.0,0.501,0.44481,6.39712,2.73319,DOI: 10.5281/zenodo.3539189,CIF (P1 Symmetry),Open Source,
PEHTON_clean,PEHTON,CoRE 2019,Real,Machine Learning,1.25943,790.809,995.966,0.488,0.387478,5.79765,4.80371,DOI: 10.5281/zenodo.3535525,CIF (P1 Symmetry),Open Source,
ESEQUO_CoRE,ESEQUO,CoRE,Real,Crystallographic properties,1.17049,641.445,750.802,0.439562,0.464446,5.9241,3.78187,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
TEHRUU_CoRE,TEHRUU,CoRE,Real,Crystallographic properties,1.55312,0.0,0.0,0.38454,0.357345,4.78045,3.65221,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
RIXBIK_CoRE,RIXBIK,CoRE,Real,Crystallographic properties,1.14836,731.269,839.758,0.402329,0.444128,6.35159,4.65776,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
IPIHIA_clean,IPIHIA,CoRE 2019,Real,Machine Learning,1.35995,712.483,968.941,0.4832,0.355307,4.19682,3.6848,DOI: 10.5281/zenodo.3532435,CIF (P1 Symmetry),Open Source,
WIDWOX_clean,WIDWOX,CoRE 2019,Real,Machine Learning,1.49157,684.125,1020.42,0.5482,0.367533,6.98663,4.18313,DOI: 10.5281/zenodo.3538637,CIF (P1 Symmetry),Open Source,
HIQNAY_clean,HIQNAY,CoRE 2019,Real,Machine Learning,1.31558,705.433,928.05,0.529,0.402105,6.18436,4.94333,DOI: 10.5281/zenodo.3531839,CIF (P1 Symmetry),Open Source,
ic500323r_si_001_clean,Not Applicable,CoRE 2019,Real,Machine Learning,1.7244,609.969,1051.83,0.4942,0.286592,5.40217,4.39968,DOI: 10.5281/zenodo.3532158,CIF (P1 Symmetry),Open Source,
IRAJER_clean,IRAJER,CoRE 2019,Real,Machine Learning,2.01995,491.236,992.271,0.4872,0.241195,5.44662,5.0231,DOI: 10.5281/zenodo.3532466,CIF (P1 Symmetry),Open Source,
QIRYAS_CoRE,QIRYAS,CoRE,Real,Crystallographic properties,1.43909,733.509,1055.58,0.473789,0.360923,6.80431,4.28089,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
SODXUG_clean,SODXUG,CoRE 2019,Real,Machine Learning,1.34536,673.244,905.757,0.4682,0.34801,4.72864,4.01613,DOI: 10.5281/zenodo.3536990,CIF (P1 Symmetry),Open Source,
KOQLUZ_clean,KOQLUZ,CoRE 2019,Real,Machine Learning,3.8283,277.916,1063.95,0.4726,0.123449,5.1448,3.57576,DOI: 10.5281/zenodo.3533322,CIF (P1 Symmetry),Open Source,
LAVMAY_clean,LAVMAY,CoRE 2019,Real,Machine Learning,1.8291,484.216,885.681,0.4954,0.270843,4.2695,3.50942,DOI: 10.5281/zenodo.3541085,CIF (P1 Symmetry),Open Source,
IKOSOQ_CoRE,IKOSOQ,CoRE,Real,Crystallographic properties,1.04558,420.27,439.427,0.408153,0.514263,5.18747,4.15785,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
RIPKIM01_clean,RIPKIM01,CoRE 2019,Real,Machine Learning,1.25736,762.382,958.585,0.4932,0.392252,7.23442,6.64943,DOI: 10.5281/zenodo.3536489,CIF (P1 Symmetry),Open Source,
LEQQEE_clean,LEQQEE,CoRE 2019,Real,Machine Learning,1.13313,0.0,0.0,0.5202,0.459082,5.49128,3.18412,DOI: 10.5281/zenodo.3533640,CIF (P1 Symmetry),Open Source,
UDEPIE_CoRE,UDEPIE,CoRE,Real,Crystallographic properties,1.77613,0.0,0.0,0.470805,0.299552,6.47552,3.00025,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
AYOXUJ_clean,AYOXUJ,CoRE 2019,Real,Machine Learning,1.11362,743.833,828.348,0.4926,0.442341,6.31092,5.4451,DOI: 10.5281/zenodo.3528747,CIF (P1 Symmetry),Open Source,
RAPMOK_clean,RAPMOK,CoRE 2019,Real,Machine Learning,1.98669,0.0,0.0,0.5636,0.283688,5.38557,3.02087,DOI: 10.5281/zenodo.3536307,CIF (P1 Symmetry),Open Source,
AFUJUI_CoRE,AFUJUI,CoRE,Real,Crystallographic properties,1.15294,815.183,939.857,0.420645,0.453265,6.22372,3.91421,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
OTUXUX_clean,OTUXUX,CoRE 2019,Real,Machine Learning,1.24376,725.062,901.8,0.4716,0.379174,4.86145,3.74941,DOI: 10.5281/zenodo.3535327,CIF (P1 Symmetry),Open Source,
YOCSEQ_clean,YOCSEQ,CoRE 2019,Real,Machine Learning,2.09158,492.631,1030.37,0.4588,0.219356,5.29821,4.82783,DOI: 10.5281/zenodo.3539622,CIF (P1 Symmetry),Open Source,
IMACND_clean,IMACND,CoRE 2019,Real,Machine Learning,1.80066,465.663,838.501,0.5398,0.299779,4.34425,3.82182,DOI: 10.5281/zenodo.3532387,CIF (P1 Symmetry),Open Source,
MASZOX_CoRE,MASZOX,CoRE,Real,Crystallographic properties,1.48643,595.948,885.834,0.411374,0.359415,6.20608,3.81259,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
QAWPIO_clean,QAWPIO,CoRE 2019,Real,Machine Learning,1.53902,605.634,932.084,0.49,0.318384,5.34571,3.76875,DOI: 10.5281/zenodo.3535941,CIF (P1 Symmetry),Open Source,
RIPKOS_clean,RIPKOS,CoRE 2019,Real,Machine Learning,1.25487,759.727,953.356,0.4978,0.396695,7.1654,6.58374,DOI: 10.5281/zenodo.3536491,CIF (P1 Symmetry),Open Source,
QAQSAD_CoRE,QAQSAD,CoRE,Real,Crystallographic properties,1.22144,585.711,715.408,0.455314,0.445064,5.24683,3.85843,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
