MOF,PS_high_mol_kg,PS_high_density_kg_m3,PS_high_mg_g_corrected,PS_high_wt_percent,PS_high_g_L,PS_low_mol_kg,PS_low_density_kg_m3,PS_low_mg_g_corrected,PS_low_wt_percent,PS_low_g_L,TPS_low_mol_kg,TPS_low_density_kg_m3,TPS_low_mg_g_corrected,TPS_low_wt_percent,TPS_low_g_L,UG_PS,UV_PS,UG_TPS,UV_TPS,PS_high_output,PS_low_output,TPS_low_output
VAGMAT,85.77159282,364.7444646,172.9052385,17.29052385,63.06622865,23.85573019,364.7444646,48.09028937,4.809028937,17.54066685,2.210223747,364.7444646,4.455545847,0.445554585,1.625135684,12.48149492,45.52556181,16.84496927,61.44109297,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_high/PS_high/Output/System_0/output_VAGMAT_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_low/Output/System_0/output_VAGMAT_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/TPS_low/Output/System_0/output_VAGMAT_clean_1.1.1_160.000000_500000.data
XAFFIV,86.54380913,358.394255,174.461934,17.4461934,62.52615485,23.27476714,358.394255,46.91913757,4.691913757,16.81554936,2.194626672,358.394255,4.424104015,0.442410401,1.585573463,12.75427964,45.71060549,17.00378299,60.94058139,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_high/Output/System_0/output_XAFFIV_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_low/Output/System_0/output_XAFFIV_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/TPS_low/Output/System_0/output_XAFFIV_clean_1.1.1_160.000000_500000.data
XAFFAN,85.53649533,365.1968886,172.4313102,17.24313102,62.97137798,23.72142667,365.1968886,47.81954959,4.781954959,17.46355072,2.203606746,365.1968886,4.442206767,0.444220677,1.62228009,12.46117606,45.50782726,16.79891034,61.34909789,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_high/Output/System_0/output_XAFFAN_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_low/Output/System_0/output_XAFFAN_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/TPS_low/Output/System_0/output_XAFFAN_clean_1.1.1_160.000000_500000.data
ECOTOG,0.022229886,1834.748129,0.044812782,0.004481278,0.082220168,0.001400032,1834.748129,0.002822297,0.00028223,0.005178205,0.000285321,1834.748129,0.000575174,5.75E-05,0.001055299,0.004199048,0.077041963,0.004423761,0.081164869,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_high/Output/System_0/output_ECOTOG_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_low/Output/System_0/output_ECOTOG_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/TPS_low/Output/System_0/output_ECOTOG_clean_1.1.1_160.000000_500000.data
XUJCUB,0,1898.537293,0,0,0,0,1898.537293,0,0,0,0,1898.537293,0,0,0,0,0,0,0,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_high/Output/System_0/output_XUJCUB_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_low/Output/System_0/output_XUJCUB_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/TPS_low/Output/System_0/output_XUJCUB_clean_1.1.1_160.000000_500000.data
CAXPIC,0.917536609,1888.356289,1.8496437,0.18496437,3.492786313,0.748923479,1888.356289,1.509739863,0.150973986,2.850926764,0.043652613,1888.356289,0.08799843,0.008799843,0.166172388,0.033990384,0.641859549,0.176164527,3.326613925,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_high/Output/System_0/output_CAXPIC_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_low/Output/System_0/output_CAXPIC_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/TPS_low/Output/System_0/output_CAXPIC_clean_1.1.1_160.000000_500000.data
