MOF,PS_high_mol_kg,PS_high_density_kg_m3,PS_high_mg_g_corrected,PS_high_wt_percent,PS_high_g_L,PS_low_mol_kg,PS_low_density_kg_m3,PS_low_mg_g_corrected,PS_low_wt_percent,PS_low_g_L,TPS_low_mol_kg,TPS_low_density_kg_m3,TPS_low_mg_g_corrected,TPS_low_wt_percent,TPS_low_g_L,UG_PS,UV_PS,UG_TPS,UV_TPS,PS_high_output,PS_low_output,TPS_low_output
CAXPIC,0.9175366093,1888.356288824115,1.8496436999556842,0.18496436999556842,3.492786312895221,0.7489234789,1888.356288824115,1.509739862644932,0.1509739862644932,2.8509267641140132,0.0436526131,1888.356288824115,0.087998429696028,0.0087998429696028,0.16617238812314122,0.03399038373107521,0.6418595487812078,0.17616452702596563,3.32661392477208,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_high/Output/System_0/output_CAXPIC_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_low/Output/System_0/output_CAXPIC_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/TPS_low/Output/System_0/output_CAXPIC_clean_1.1.1_160.000000_500000.data
