PS_high_mg_per_g,PS_high_mol_per_kg,PS_high_density_kg_m3,PS_high_swap_add_accepted,PS_high_swap_del_accepted,PS_high_wt_percent,PS_high_g_H2_per_L,PS_low_mg_per_g,PS_low_mol_per_kg,PS_low_density_kg_m3,PS_low_swap_add_accepted,PS_low_swap_del_accepted,PS_low_wt_percent,PS_low_g_H2_per_L,TPS_low_mg_per_g,TPS_low_mol_per_kg,TPS_low_density_kg_m3,TPS_low_swap_add_accepted,TPS_low_swap_del_accepted,TPS_low_wt_percent,TPS_low_g_H2_per_L,UG_PS_wt_percent,UV_PS_g_per_L,UG_TPS_wt_percent,UV_TPS_g_per_L
0.92482185,0.9175366093,1888.356288824115,12155.0,12154.0,0.092482185,3.492786312895221,0.7548699313,0.7489234789,1888.356288824115,10454.0,10454.0,0.07548699313,2.8509267641140132,0.0439992149,0.0436526131,1888.356288824115,49936.0,49936.0,0.00439992149,0.16617238812314122,0.016995191869999995,0.6418595487812078,0.08808226351,3.32661392477208
