PS_high_mg_per_g,PS_high_mol_per_kg,PS_high_density_kg_m3,PS_high_swap_add_accepted,PS_high_swap_del_accepted,PS_high_wt_percent,PS_high_g_H2_per_L,PS_low_mg_per_g,PS_low_mol_per_kg,PS_low_density_kg_m3,PS_low_swap_add_accepted,PS_low_swap_del_accepted,PS_low_wt_percent,PS_low_g_H2_per_L,TPS_low_mg_per_g,TPS_low_mol_per_kg,TPS_low_density_kg_m3,TPS_low_swap_add_accepted,TPS_low_swap_del_accepted,TPS_low_wt_percent,TPS_low_g_H2_per_L,UG_PS_wt_percent,UV_PS_g_per_L,UG_TPS_wt_percent,UV_TPS_g_per_L
0.022406391,0.0222298857,1834.748129083974,8454.0,8454.0,0.0022406391,0.08222016790587265,0.0014111487,0.0014000324,1834.748129083974,2575.0,2575.0,0.00014111486999999998,0.005178204717519616,0.0002875867,0.0002853213,1834.748129083974,624.0,624.0,2.875867e-05,0.0010552985071408559,0.00209952423,0.07704196318835303,0.00221188043,0.0811648693987318
