MOF,PS_high_output_data,PS_high_simulation_input,PS_high_run_sh,PS_high_forcefield,PS_high_moleculedefinitions,PS_high_component_moleculedefinition,PS_high_eos_lines,PS_high_pseudo_atom_token,PS_high_abs_molkg,PS_high_abs_mgg_reported,PS_high_abs_mgg_corrected,PS_high_ratio_reported,PS_high_framework_density_kg_m3,PS_high_abs_wt_pct,PS_high_abs_uv_gL,PS_high_excess_molkg,PS_high_excess_mgg_reported,PS_high_excess_mgg_corrected,PS_high_excess_ratio_reported,PS_high_excess_wt_pct,PS_high_excess_uv_gL,PS_high_fugacity_coefficient,PS_low_output_data,PS_low_simulation_input,PS_low_run_sh,PS_low_forcefield,PS_low_moleculedefinitions,PS_low_component_moleculedefinition,PS_low_eos_lines,PS_low_pseudo_atom_token,PS_low_abs_molkg,PS_low_abs_mgg_reported,PS_low_abs_mgg_corrected,PS_low_ratio_reported,PS_low_framework_density_kg_m3,PS_low_abs_wt_pct,PS_low_abs_uv_gL,PS_low_excess_molkg,PS_low_excess_mgg_reported,PS_low_excess_mgg_corrected,PS_low_excess_ratio_reported,PS_low_excess_wt_pct,PS_low_excess_uv_gL,PS_low_fugacity_coefficient,TPS_low_output_data,TPS_low_simulation_input,TPS_low_run_sh,TPS_low_forcefield,TPS_low_moleculedefinitions,TPS_low_component_moleculedefinition,TPS_low_eos_lines,TPS_low_pseudo_atom_token,TPS_low_abs_molkg,TPS_low_abs_mgg_reported,TPS_low_abs_mgg_corrected,TPS_low_ratio_reported,TPS_low_framework_density_kg_m3,TPS_low_abs_wt_pct,TPS_low_abs_uv_gL,TPS_low_excess_molkg,TPS_low_excess_mgg_reported,TPS_low_excess_mgg_corrected,TPS_low_excess_ratio_reported,TPS_low_excess_wt_pct,TPS_low_excess_uv_gL,TPS_low_fugacity_coefficient,UG_PS,UV_PS,UG_TPS,UV_TPS,UG_PS_excess,UV_PS_excess,UG_TPS_excess,UV_TPS_excess
CAXPIC,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_high/Output/System_0/output_CAXPIC_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_high/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_high/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.9175366093,0.9248218500,1.8496437000,0.500000,1888.356288824115,0.184964,3.492786,0.9175366093,0.9248218500,1.8496437000,0.500000,0.184964,3.492786,0.8016139597,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_low/Output/System_0/output_CAXPIC_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/PS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.7489234789,0.7548699313,1.5097398626,0.500000,1888.356288824115,0.150974,2.850927,0.7489234789,0.7548699313,1.5097398626,0.500000,0.150974,2.850927,0.9820080820,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/TPS_low/Output/System_0/output_CAXPIC_clean_1.1.1_160.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/TPS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/CAXPIC_H2/TPS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.0436526131,0.0439992149,0.0879984297,0.500000,1888.356288824115,0.008800,0.166172,0.0436526131,0.0439992149,0.0879984297,0.500000,0.008800,0.166172,0.9992817993,0.033990,0.641860,0.176165,3.326614,0.033990,0.641860,0.176165,3.326614
ECOTOG,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_high/Output/System_0/output_ECOTOG_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_high/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_high/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.0222298857,0.0224063910,0.0448127820,0.500000,1834.748129083974,0.004481,0.082220,0.0222298857,0.0224063910,0.0448127820,0.500000,0.004481,0.082220,0.8016139597,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_low/Output/System_0/output_ECOTOG_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/PS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.0014000324,0.0014111487,0.0028222973,0.500000,1834.748129083974,0.000282,0.005178,0.0014000324,0.0014111487,0.0028222973,0.500000,0.000282,0.005178,0.9820080820,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/TPS_low/Output/System_0/output_ECOTOG_clean_1.1.1_160.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/TPS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/ECOTOG_H2/TPS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.0002853213,0.0002875867,0.0005751735,0.500000,1834.748129083974,0.000058,0.001055,0.0002853213,0.0002875867,0.0005751735,0.500000,0.000058,0.001055,0.9992817993,0.004199,0.077042,0.004424,0.081165,0.004199,0.077042,0.004424,0.081165
VAGMAT,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_high/Output/System_0/output_VAGMAT_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_high/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_high/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,,,,,364.744464588648,,,,,,,,,0.8016139597,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_low/Output/System_0/output_VAGMAT_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/PS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,23.8557301865,24.0451446842,48.0902893684,0.500000,364.744464588648,4.809029,17.540667,23.8557301865,24.0451446842,48.0902893684,0.500000,4.809029,17.540667,0.9820080820,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/TPS_low/TPS_low/Output/System_0/output_VAGMAT_clean_1.1.1_160.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/TPS_low/TPS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/VAGMAT_H2/TPS_low/TPS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,2.2102237470,2.2277729235,4.4555458471,0.500000,364.744464588648,0.445555,1.625136,2.2102237470,2.2277729235,4.4555458471,0.500000,0.445555,1.625136,0.9992817993,,,,,,,,
XAFFAN,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_high/Output/System_0/output_XAFFAN_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_high/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_high/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,85.5364953255,86.2156550984,172.4313101968,0.500000,365.196888594557,17.243131,62.971378,85.5364953255,86.2156550984,172.4313101968,0.500000,17.243131,62.971378,0.8016139597,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_low/Output/System_0/output_XAFFAN_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,23.7214266656,23.9097747933,47.8195495866,0.500000,365.196888594557,4.781955,17.463551,23.7214266656,23.9097747933,47.8195495866,0.500000,4.781955,17.463551,0.9820080820,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/TPS_low/Output/System_0/output_XAFFAN_clean_1.1.1_160.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/TPS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/TPS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,2.2036067457,2.2211033832,4.4422067665,0.500000,365.196888594557,0.444221,1.622280,2.2036067457,2.2211033832,4.4422067665,0.500000,0.444221,1.622280,0.9992817993,12.461176,45.507827,16.798910,61.349098,12.461176,45.507827,16.798910,61.349098
XAFFIV,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_high/Output/System_0/output_XAFFIV_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_high/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_high/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,86.5438091313,87.2309669758,174.4619339516,0.500000,358.394255037624,17.446193,62.526155,86.5438091313,87.2309669758,174.4619339516,0.500000,17.446193,62.526155,0.8016139597,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_low/Output/System_0/output_XAFFIV_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/PS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,23.2747671351,23.4595687861,46.9191375723,0.500000,358.394255037624,4.691914,16.815549,23.2747671351,23.4595687861,46.9191375723,0.500000,4.691914,16.815549,0.9820080820,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/TPS_low/Output/System_0/output_XAFFIV_clean_1.1.1_160.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/TPS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XAFFIV_H2/TPS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,2.1946266716,2.2120520074,4.4241040147,0.500000,358.394255037624,0.442410,1.585573,2.1946266716,2.2120520074,4.4241040147,0.500000,0.442410,1.585573,0.9992817993,12.754280,45.710605,17.003783,60.940581,12.754280,45.710605,17.003783,60.940581
XUJCUB,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_high/Output/System_0/output_XUJCUB_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_high/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_high/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.0000000000,0.0000000000,0.0000000000,,1898.537292741318,0.000000,0.000000,0.0000000000,0.0000000000,0.0000000000,,0.000000,0.000000,0.8016139597,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_low/Output/System_0/output_XUJCUB_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/PS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.0000000000,0.0000000000,0.0000000000,,1898.537292741318,0.000000,0.000000,0.0000000000,0.0000000000,0.0000000000,,0.000000,0.000000,0.9820080820,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/TPS_low/Output/System_0/output_XUJCUB_clean_1.1.1_160.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/TPS_low/simulation.input,/home/bienv/raspa_runs/H2_in_MOF/XUJCUB_H2/TPS_low/run.sh,Generic,ExampleDefinitions,ExampleDefinitions,,H_h2,0.0000000000,0.0000000000,0.0000000000,,1898.537292741318,0.000000,0.000000,0.0000000000,0.0000000000,0.0000000000,,0.000000,0.000000,0.9992817993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
