MOF,PS_high_mol_kg,PS_high_density_kg_m3,PS_high_mg_g_corrected,PS_high_wt_percent,PS_high_g_L,PS_low_mol_kg,PS_low_density_kg_m3,PS_low_mg_g_corrected,PS_low_wt_percent,PS_low_g_L,TPS_low_mol_kg,TPS_low_density_kg_m3,TPS_low_mg_g_corrected,TPS_low_wt_percent,TPS_low_g_L,UG_PS,UV_PS,UG_TPS,UV_TPS,PS_high_output,PS_low_output,TPS_low_output
XAFFAN,85.5364953255,365.196888594557,172.43131019676895,17.243131019676895,62.971377980142925,23.7214266656,365.196888594557,47.81954958664973,4.781954958664973,17.463550723037613,2.2036067457,365.196888594557,4.442206766521717,0.4442206766521717,1.6222800896274183,12.461176061011923,45.50782725710531,16.798910343024723,61.34909789051551,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_high/Output/System_0/output_XAFFAN_clean_1.1.1_77.000000_1e+07.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/PS_low/Output/System_0/output_XAFFAN_clean_1.1.1_77.000000_500000.data,/home/bienv/raspa_runs/H2_in_MOF/XAFFAN_H2/TPS_low/Output/System_0/output_XAFFAN_clean_1.1.1_160.000000_500000.data
