PS_high_mg_per_g,PS_high_mol_per_kg,PS_high_density_kg_m3,PS_high_swap_add_accepted,PS_high_swap_del_accepted,PS_high_wt_percent,PS_high_g_H2_per_L,PS_low_mg_per_g,PS_low_mol_per_kg,PS_low_density_kg_m3,PS_low_swap_add_accepted,PS_low_swap_del_accepted,PS_low_wt_percent,PS_low_g_H2_per_L,TPS_low_mg_per_g,TPS_low_mol_per_kg,TPS_low_density_kg_m3,TPS_low_swap_add_accepted,TPS_low_swap_del_accepted,TPS_low_wt_percent,TPS_low_g_H2_per_L,UG_PS_wt_percent,UV_PS_g_per_L,UG_TPS_wt_percent,UV_TPS_g_per_L
87.2309669758,86.5438091313,358.394255037624,2505372.0,2505369.0,8.72309669758,62.52615485100865,23.4595687861,23.2747671351,358.394255037624,1493350.0,1493355.0,2.34595687861,16.815549357234183,2.2120520074,2.1946266716,358.394255037624,1173405.0,1173410.0,0.22120520074,1.5855734625734987,6.377139818970001,45.710605493774466,8.50189149684,60.94058138843515
