PS_high_mg_per_g,PS_high_mol_per_kg,PS_high_density_kg_m3,PS_high_swap_add_accepted,PS_high_swap_del_accepted,PS_high_wt_percent,PS_high_g_H2_per_L,PS_low_mg_per_g,PS_low_mol_per_kg,PS_low_density_kg_m3,PS_low_swap_add_accepted,PS_low_swap_del_accepted,PS_low_wt_percent,PS_low_g_H2_per_L,TPS_low_mg_per_g,TPS_low_mol_per_kg,TPS_low_density_kg_m3,TPS_low_swap_add_accepted,TPS_low_swap_del_accepted,TPS_low_wt_percent,TPS_low_g_H2_per_L,UG_PS_wt_percent,UV_PS_g_per_L,UG_TPS_wt_percent,UV_TPS_g_per_L
0.0,0.0,1898.537292741318,0.0,0.0,0.0,0.0,0.0,0.0,1898.537292741318,0.0,0.0,0.0,0.0,0.0,0.0,1898.537292741318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
