PS_high_mg_per_g,PS_high_mol_per_kg,PS_high_density_kg_m3,PS_high_swap_add_accepted,PS_high_swap_del_accepted,PS_high_wt_percent,PS_high_g_H2_per_L,PS_low_mg_per_g,PS_low_mol_per_kg,PS_low_density_kg_m3,PS_low_swap_add_accepted,PS_low_swap_del_accepted,PS_low_wt_percent,PS_low_g_H2_per_L,TPS_low_mg_per_g,TPS_low_mol_per_kg,TPS_low_density_kg_m3,TPS_low_swap_add_accepted,TPS_low_swap_del_accepted,TPS_low_wt_percent,TPS_low_g_H2_per_L,UG_PS_wt_percent,UV_PS_g_per_L,UG_TPS_wt_percent,UV_TPS_g_per_L
86.2156550984,85.5364953255,365.196888594557,2465044.0,2465042.0,8.62156550984,62.971377980142925,23.9097747933,23.7214266656,365.196888594557,1528422.0,1528423.0,2.39097747933,17.463550723037613,2.2211033832,2.2036067457,365.196888594557,1172558.0,1172562.0,0.22211033832,1.6222800896274183,6.23058803051,45.50782725710531,8.39945517152,61.34909789051551
