Name ,CSD refc. ,DB Acr. ,GT ,Calc. Type ,Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS ,Source ,CSFT ,CSA 
PEVQIS_CoRE,PEVQIS,CoRE,Real,Grand Canonical Monte Carlo,0.61,3569.4,2162.3,0.81,1.32,14.9,7.78,4.64,31.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XIJNUA_CoRE,XIJNUA,CoRE,Real,Grand Canonical Monte Carlo,0.76,1925.45,1471.25,0.82,1.08,16.1,15.6,3.92,31.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ICAQOU_CoRE,ICAQOU,CoRE,Real,Grand Canonical Monte Carlo,0.41,4545.5,1878.6,0.88,2.0,20.3,7.9,6.53,31.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEVQEO_CoRE,PEVQEO,CoRE,Real,Grand Canonical Monte Carlo,0.61,3589.18,2192.47,0.81,1.33,14.85,7.96,4.58,31.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OLOGEC_CoRE,OLOGEC,CoRE,Real,Grand Canonical Monte Carlo,0.53,3817.2,2009.1,0.84,1.53,13.04,10.54,5.24,31.57,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UBULIO_CoRE,UBULIO,CoRE,Real,Grand Canonical Monte Carlo,0.44,4094.0,1791.9,0.85,1.9,24.25,22.89,6.2,31.51,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEVQOY_CoRE,PEVQOY,CoRE,Real,Grand Canonical Monte Carlo,0.61,3592.7,2204.9,0.83,1.31,14.81,7.88,4.57,31.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LIHFAK_CoRE,LIHFAK,CoRE,Real,Grand Canonical Monte Carlo,0.5,3958.2,1990.2,0.83,1.6,14.54,12.08,5.47,31.28,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAGMIB_CoRE,VAGMIB,CoRE,Real,Grand Canonical Monte Carlo,0.46,4716.44,2165.31,0.81,1.76,10.7,9.84,5.79,31.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAGMIB01_CoRE,VAGMIB01,CoRE,Real,Grand Canonical Monte Carlo,0.46,4684.27,2170.6,0.81,1.74,11.07,10.14,5.84,31.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ODIXEG_CoRE,ODIXEG,CoRE,Real,Grand Canonical Monte Carlo,0.55,4090.3,2258.6,0.84,1.42,10.36,7.47,4.93,31.24,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ENITAX_CoRE,ENITAX,CoRE,Real,Grand Canonical Monte Carlo,0.57,4020.7,2304.1,0.83,1.36,10.08,7.22,4.75,30.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUKLIN_CoRE,LUKLIN,CoRE,Real,Grand Canonical Monte Carlo,0.47,4054.1,1889.5,0.89,1.77,20.06,9.82,5.69,30.94,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YUGZIK_CoRE,YUGZIK,CoRE,Real,Grand Canonical Monte Carlo,0.45,4852.8,2177.7,0.84,1.79,11.91,8.94,5.88,30.85,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XALMOO_CoRE,XALMOO,CoRE,Real,Grand Canonical Monte Carlo,0.45,4614.2,2091.2,0.86,1.77,13.4,8.17,5.76,30.44,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZARLEL_CoRE,ZARLEL,CoRE,Real,Grand Canonical Monte Carlo,0.49,3050.3,1506.6,0.78,1.6,14.43,13.28,5.52,30.44,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
JEJWEB_CoRE,JEJWEB,CoRE,Real,Grand Canonical Monte Carlo,0.54,4046.2,2202.6,0.84,1.46,11.27,8.59,4.9,30.4,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YEQRER_CoRE,YEQRER,CoRE,Real,Grand Canonical Monte Carlo,1.16,2166.0,2511.9,0.65,0.63,5.87,4.7,2.48,30.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FUNCEX_CoRE,FUNCEX,CoRE,Real,Grand Canonical Monte Carlo,0.54,3444.4,1872.9,0.81,1.46,13.22,12.48,4.93,30.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DICKEH_CoRE,DICKEH,CoRE,Real,Grand Canonical Monte Carlo,0.52,4492.5,2347.2,0.85,1.54,12.84,7.41,5.05,30.12,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PUZLOM_CoRE,PUZLOM,CoRE,Real,Grand Canonical Monte Carlo,0.45,4948.9,2219.4,0.85,1.8,16.86,8.38,5.71,30.09,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HAFTOZ_CoRE,HAFTOZ,CoRE,Real,Grand Canonical Monte Carlo,0.55,3618.5,2004.7,0.81,1.42,15.37,7.52,4.83,30.02,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DOMCUE_CoRE,DOMCUE,CoRE,Real,Grand Canonical Monte Carlo,0.69,1966.7,1348.9,0.74,1.14,18.25,13.55,4.0,29.87,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PELRIJ_CoRE,PELRIJ,CoRE,Real,Grand Canonical Monte Carlo,0.52,3330.2,1722.0,0.84,1.54,21.56,10.38,5.0,29.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XOXMED_CoRE,XOXMED,CoRE,Real,Grand Canonical Monte Carlo,0.5,3658.7,1825.7,0.8,1.59,15.2,12.49,5.21,29.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ILITUT_CoRE,ILITUT,CoRE,Real,Grand Canonical Monte Carlo,0.49,4160.9,2047.0,0.82,1.6,12.63,9.85,5.24,29.52,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SUKYIH_CoRE,SUKYIH,CoRE,Real,Grand Canonical Monte Carlo,0.6,3788.5,2271.3,0.82,1.28,9.65,7.09,4.32,29.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OHUKIM_CoRE,OHUKIM,CoRE,Real,Grand Canonical Monte Carlo,0.42,4646.66,1967.03,0.8,1.88,14.71,8.3,5.87,29.43,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAYMIP_CoRE,RAYMIP,CoRE,Real,Grand Canonical Monte Carlo,0.5,4101.4,2062.2,0.9,1.61,13.47,9.8,5.03,29.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OFAWEZ_CoRE,OFAWEZ,CoRE,Real,Grand Canonical Monte Carlo,0.98,2192.1,2137.7,0.81,0.79,10.67,9.08,2.78,29.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OFAWAV_CoRE,OFAWAV,CoRE,Real,Grand Canonical Monte Carlo,0.97,2191.0,2122.0,0.81,0.79,11.43,8.9,2.81,29.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VUJBIM_CoRE,VUJBIM,CoRE,Real,Grand Canonical Monte Carlo,0.56,3721.3,2086.7,0.85,1.41,18.71,6.62,4.58,29.31,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MUDTEL_CoRE,MUDTEL,CoRE,Real,Grand Canonical Monte Carlo,0.56,3718.7,2079.8,0.85,1.42,19.1,6.59,4.57,29.28,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ICITEU_CoRE,ICITEU,CoRE,Real,Grand Canonical Monte Carlo,0.51,3168.5,1625.0,0.8,1.56,19.8,10.48,5.06,29.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KARNAU_CoRE,KARNAU,CoRE,Real,Grand Canonical Monte Carlo,0.46,4036.8,1856.0,0.84,1.74,15.53,10.48,5.45,29.16,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BEDYEQ_CoRE,BEDYEQ,CoRE,Real,Grand Canonical Monte Carlo,0.46,2894.6,1338.6,0.86,1.8,33.06,31.49,5.56,29.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KOJZEP_CoRE,KOJZEP,CoRE,Real,Grand Canonical Monte Carlo,0.51,4618.6,2375.1,0.78,1.54,15.61,13.72,5.01,29.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RUVKAV_CoRE,RUVKAV,CoRE,Real,Grand Canonical Monte Carlo,0.6,3571.2,2148.7,0.83,1.31,11.95,7.15,4.28,29.08,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAGMOH_CoRE,VAGMOH,CoRE,Real,Grand Canonical Monte Carlo,0.49,4646.19,2298.05,0.79,1.6,9.56,7.67,5.06,29.06,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FUNBOG_CoRE,FUNBOG,CoRE,Real,Grand Canonical Monte Carlo,0.58,3326.9,1934.9,0.8,1.35,12.59,11.01,4.42,28.97,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PUZLUS_CoRE,PUZLUS,CoRE,Real,Grand Canonical Monte Carlo,0.46,4968.1,2292.9,0.83,1.73,15.09,8.4,5.4,28.96,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VUJBEI_CoRE,VUJBEI,CoRE,Real,Grand Canonical Monte Carlo,0.56,3718.3,2092.0,0.85,1.41,18.45,6.58,4.5,28.88,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MUDTAH_CoRE,MUDTAH,CoRE,Real,Grand Canonical Monte Carlo,0.56,3693.9,2076.7,0.85,1.41,18.89,6.63,4.49,28.86,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZECKID_CoRE,ZECKID,CoRE,Real,Grand Canonical Monte Carlo,0.63,3426.9,2147.4,0.78,1.25,10.34,8.28,4.11,28.82,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IZEPEJ_CoRE,IZEPEJ,CoRE,Real,Grand Canonical Monte Carlo,0.55,3010.4,1641.9,0.81,1.46,23.87,6.75,4.65,28.79,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IZEPAF_CoRE,IZEPAF,CoRE,Real,Grand Canonical Monte Carlo,0.57,3239.1,1848.4,0.8,1.38,24.1,7.54,4.5,28.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BIWSEG_CoRE,BIWSEG,CoRE,Real,Grand Canonical Monte Carlo,0.47,2267.0,1058.6,0.81,1.8,29.74,11.97,5.48,28.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FEWTUY_CoRE,FEWTUY,CoRE,Real,Grand Canonical Monte Carlo,0.66,3228.1,2125.0,0.75,1.15,9.14,8.01,3.93,28.54,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVWUI_CoRE,RAVWUI,CoRE,Real,Grand Canonical Monte Carlo,0.33,2893.1,968.4,0.85,2.55,36.79,36.43,7.45,28.51,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SETTAO_CoRE,SETTAO,CoRE,Real,Grand Canonical Monte Carlo,0.53,3807.9,2033.8,0.86,1.48,13.88,10.04,4.66,28.5,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BIWYAH10_CoRE,BIWYAH10,CoRE,Real,Grand Canonical Monte Carlo,0.72,3841.4,2774.6,0.7,1.06,7.25,5.53,3.61,28.35,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAJQIP_CoRE,CAJQIP,CoRE,Real,Grand Canonical Monte Carlo,0.55,3739.7,2039.7,0.83,1.44,13.28,7.61,4.52,28.31,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WASTUG_CoRE,WASTUG,CoRE,Real,Grand Canonical Monte Carlo,1.59,1184.6,1888.6,0.63,0.42,10.47,7.26,1.72,28.27,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVWIW_CoRE,RAVWIW,CoRE,Real,Grand Canonical Monte Carlo,0.36,3017.8,1093.1,0.82,2.28,30.7,30.14,6.79,28.18,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUYHAP_CoRE,LUYHAP,CoRE,Real,Grand Canonical Monte Carlo,0.62,3546.2,2193.5,0.83,1.26,12.06,6.74,4.01,28.09,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BICDAU_CoRE,BICDAU,CoRE,Real,Grand Canonical Monte Carlo,0.65,3556.7,2322.5,0.84,1.2,11.5,6.69,3.83,28.06,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HIGRIA_CoRE,HIGRIA,CoRE,Real,Grand Canonical Monte Carlo,0.65,3477.3,2258.8,0.84,1.19,11.33,6.86,3.83,28.06,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVXOD_CoRE,RAVXOD,CoRE,Real,Grand Canonical Monte Carlo,0.18,3299.1,590.9,0.88,5.02,71.64,71.5,12.66,28.06,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ALUKUO_CoRE,ALUKUO,CoRE,Real,Grand Canonical Monte Carlo,0.58,5070.8,2953.3,0.83,1.35,8.55,6.78,4.26,28.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LEJCAG_CoRE,LEJCAG,CoRE,Real,Grand Canonical Monte Carlo,0.51,4376.8,2252.7,0.82,1.56,13.21,8.49,4.78,28.03,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LETRAF_CoRE,LETRAF,CoRE,Real,Grand Canonical Monte Carlo,0.73,1483.8,1088.8,0.76,1.12,26.76,26.5,3.58,28.0,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVXIX_CoRE,RAVXIX,CoRE,Real,Grand Canonical Monte Carlo,0.23,3035.8,712.3,0.86,3.74,53.58,53.26,10.19,28.0,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XUTQEI_CoRE,XUTQEI,CoRE,Real,Grand Canonical Monte Carlo,0.48,4320.5,2072.3,0.82,1.67,15.07,13.13,5.07,27.99,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAVROC_CoRE,WAVROC,CoRE,Real,Grand Canonical Monte Carlo,0.53,3661.2,1937.2,0.84,1.48,18.89,7.92,4.59,27.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SENWAL_CoRE,SENWAL,CoRE,Real,Grand Canonical Monte Carlo,0.73,3171.4,2321.0,0.82,1.07,8.65,7.37,3.45,27.97,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ALULAV_CoRE,ALULAV,CoRE,Real,Grand Canonical Monte Carlo,0.59,5000.8,2955.0,0.83,1.33,8.53,6.74,4.17,27.91,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUNBIF_CoRE,LUNBIF,CoRE,Real,Grand Canonical Monte Carlo,1.87,1205.8,2251.0,0.65,0.39,8.37,6.62,1.44,27.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SENWOZ_CoRE,SENWOZ,CoRE,Real,Grand Canonical Monte Carlo,0.74,3188.7,2369.4,0.81,1.05,8.93,7.14,3.38,27.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVXAP_CoRE,RAVXAP,CoRE,Real,Grand Canonical Monte Carlo,0.29,3359.9,961.3,0.83,2.96,34.86,34.36,8.14,27.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FAYQED_CoRE,FAYQED,CoRE,Real,Grand Canonical Monte Carlo,0.53,3593.0,1917.5,0.79,1.45,12.56,10.15,4.61,27.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ALUKIC_CoRE,ALUKIC,CoRE,Real,Grand Canonical Monte Carlo,0.57,5132.1,2909.5,0.83,1.39,8.54,6.77,4.23,27.52,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LETQEI_CoRE,LETQEI,CoRE,Real,Grand Canonical Monte Carlo,0.81,1409.0,1148.1,0.74,0.99,25.69,25.44,3.17,27.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVXET_CoRE,RAVXET,CoRE,Real,Grand Canonical Monte Carlo,0.33,2809.1,917.9,0.79,2.54,38.23,38.07,7.28,27.41,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NINHOH_CoRE,NINHOH,CoRE,Real,Grand Canonical Monte Carlo,1.05,2418.7,2537.3,0.64,0.72,6.5,5.4,2.47,27.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KEQDER_CoRE,KEQDER,CoRE,Real,Grand Canonical Monte Carlo,0.54,4124.1,2241.0,0.84,1.45,13.61,6.5,4.42,27.34,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FEFDEB_CoRE,FEFDEB,CoRE,Real,Grand Canonical Monte Carlo,0.54,3547.2,1912.9,0.79,1.43,13.11,11.6,4.44,27.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
REWNEO_CoRE,REWNEO,CoRE,Real,Grand Canonical Monte Carlo,0.58,3631.5,2170.4,0.85,1.36,18.51,6.94,4.13,27.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VEVJUD_CoRE,VEVJUD,CoRE,Real,Grand Canonical Monte Carlo,0.94,2225.01,2085.76,0.76,0.82,11.96,9.22,2.72,27.25,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PETVEQ_CoRE,PETVEQ,CoRE,Real,Grand Canonical Monte Carlo,0.64,4061.4,2619.4,0.65,1.12,6.76,5.53,3.85,27.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ROGMEG_CoRE,ROGMEG,CoRE,Real,Grand Canonical Monte Carlo,0.54,4008.79,2154.67,0.78,1.45,12.37,9.88,4.42,27.15,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVWOC_CoRE,RAVWOC,CoRE,Real,Grand Canonical Monte Carlo,0.38,2915.5,1118.9,0.78,2.11,28.22,27.56,6.28,27.14,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VEHJUP_CoRE,VEHJUP,CoRE,Real,Grand Canonical Monte Carlo,0.74,2953.1,2196.2,0.82,1.04,14.28,6.83,3.29,27.12,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OKABAE_CoRE,OKABAE,CoRE,Real,Grand Canonical Monte Carlo,0.65,3125.7,2034.4,0.82,1.2,14.07,9.53,3.71,27.08,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ACUFEK_CoRE,ACUFEK,CoRE,Real,Grand Canonical Monte Carlo,0.56,3884.8,2173.3,0.83,1.4,15.56,9.01,4.24,27.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UWAGAB04_CoRE,UWAGAB04,CoRE,Real,Grand Canonical Monte Carlo,0.58,3089.9,1791.6,0.77,1.31,11.08,9.01,4.14,27.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AMODUC_CoRE,AMODUC,CoRE,Real,Grand Canonical Monte Carlo,0.58,5029.9,2895.9,0.85,1.37,8.56,6.7,4.08,26.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VEHJOJ_CoRE,VEHJOJ,CoRE,Real,Grand Canonical Monte Carlo,0.75,2948.8,2206.6,0.82,1.04,14.1,6.86,3.23,26.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HOHMIB_CoRE,HOHMIB,CoRE,Real,Grand Canonical Monte Carlo,0.54,3863.77,2080.76,0.78,1.44,13.19,11.42,4.38,26.96,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VEHXEN_CoRE,VEHXEN,CoRE,Real,Grand Canonical Monte Carlo,1.36,1586.5,2156.8,0.75,0.54,9.31,7.04,1.88,26.94,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CUVHEH_CoRE,CUVHEH,CoRE,Real,Grand Canonical Monte Carlo,1.65,767.7,1270.3,0.58,0.39,12.78,12.02,1.56,26.87,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UWAGAB01_CoRE,UWAGAB01,CoRE,Real,Grand Canonical Monte Carlo,0.58,3116.4,1803.7,0.77,1.32,10.81,9.02,4.1,26.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YOZQAG_CoRE,YOZQAG,CoRE,Real,Grand Canonical Monte Carlo,0.7,2596.6,1813.0,0.76,1.07,13.28,8.89,3.47,26.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAVWES_CoRE,RAVWES,CoRE,Real,Grand Canonical Monte Carlo,0.44,2758.6,1211.2,0.83,1.81,24.44,23.63,5.31,26.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UWAFUU_CoRE,UWAFUU,CoRE,Real,Grand Canonical Monte Carlo,0.57,3323.4,1890.8,0.79,1.35,10.67,8.89,4.12,26.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AMOFAK_CoRE,AMOFAK,CoRE,Real,Grand Canonical Monte Carlo,0.58,5106.8,2948.0,0.83,1.36,8.39,6.73,4.04,26.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UWAFOO_CoRE,UWAFOO,CoRE,Real,Grand Canonical Monte Carlo,0.57,3358.2,1899.3,0.79,1.36,10.28,8.93,4.12,26.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAMREJ_CoRE,WAMREJ,CoRE,Real,Grand Canonical Monte Carlo,0.58,3549.4,2041.6,0.84,1.36,15.94,10.49,4.03,26.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UKIQOV_CoRE,UKIQOV,CoRE,Real,Grand Canonical Monte Carlo,0.63,3229.5,2031.1,0.84,1.23,13.67,9.64,3.74,26.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DIDDOK_CoRE,DIDDOK,CoRE,Real,Grand Canonical Monte Carlo,0.53,4639.5,2439.6,0.83,1.49,9.6,8.17,4.34,26.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAHNOF_CoRE,RAHNOF,CoRE,Real,Grand Canonical Monte Carlo,0.59,3488.3,2075.0,0.84,1.31,19.04,6.57,3.96,26.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SENWIT_CoRE,SENWIT,CoRE,Real,Grand Canonical Monte Carlo,0.78,3097.6,2426.3,0.8,0.98,8.53,6.5,3.08,26.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ALUKOI_CoRE,ALUKOI,CoRE,Real,Grand Canonical Monte Carlo,0.58,5031.5,2918.0,0.83,1.36,8.55,6.75,4.01,26.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEWLUA_CoRE,PEWLUA,CoRE,Real,Grand Canonical Monte Carlo,0.59,3681.4,2168.1,0.84,1.33,17.77,7.52,3.96,26.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UWAGAB02_CoRE,UWAGAB02,CoRE,Real,Grand Canonical Monte Carlo,0.58,3100.9,1795.0,0.78,1.32,11.08,9.01,4.06,26.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ANUGIA_CoRE,ANUGIA,CoRE,Real,Grand Canonical Monte Carlo,0.57,3762.0,2136.7,0.86,1.38,13.85,6.76,4.04,26.46,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OXOLAP_CoRE,OXOLAP,CoRE,Real,Grand Canonical Monte Carlo,0.6,1954.6,1174.5,0.74,1.25,19.1,13.86,3.99,26.37,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OKABEI_CoRE,OKABEI,CoRE,Real,Grand Canonical Monte Carlo,0.65,3109.4,2030.5,0.83,1.19,13.87,9.42,3.61,26.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KECRAL10_CoRE,KECRAL10,CoRE,Real,Grand Canonical Monte Carlo,1.05,2349.9,2455.9,0.65,0.73,6.5,5.41,2.38,26.35,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UWAGAB03_CoRE,UWAGAB03,CoRE,Real,Grand Canonical Monte Carlo,0.58,3257.8,1879.25,0.76,1.32,11.63,8.54,4.01,26.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QUSBIP_CoRE,QUSBIP,CoRE,Real,Grand Canonical Monte Carlo,0.57,4171.5,2357.0,0.82,1.38,10.67,7.41,4.01,26.19,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LETQAE_CoRE,LETQAE,CoRE,Real,Grand Canonical Monte Carlo,0.94,1148.0,1190.0,0.71,0.82,17.89,17.21,2.62,26.16,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YURJUR_CoRE,YURJUR,CoRE,Real,Grand Canonical Monte Carlo,0.68,2861.7,1956.1,0.76,1.1,13.69,8.48,3.48,26.14,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CUVHIL01_CoRE,CUVHIL01,CoRE,Real,Grand Canonical Monte Carlo,1.66,756.6,1254.3,0.59,0.39,12.82,12.03,1.51,26.11,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZIMTAS_CoRE,ZIMTAS,CoRE,Real,Grand Canonical Monte Carlo,0.58,3396.7,1968.4,0.82,1.34,15.45,6.03,3.95,26.03,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KOJZIT_CoRE,KOJZIT,CoRE,Real,Grand Canonical Monte Carlo,0.51,4432.4,2244.6,0.81,1.57,16.2,14.75,4.46,25.97,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VURMOL_CoRE,VURMOL,CoRE,Real,Grand Canonical Monte Carlo,0.69,3156.93,2164.61,0.78,1.14,13.72,6.45,3.41,25.96,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XIGFOJ_CoRE,XIGFOJ,CoRE,Real,Grand Canonical Monte Carlo,0.69,1889.1,1307.3,0.78,1.1,18.91,18.73,3.43,25.9,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
REWNEO01_CoRE,REWNEO01,CoRE,Real,Grand Canonical Monte Carlo,0.6,3690.8,2134.6,0.84,1.31,19.37,6.77,3.79,25.87,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZECKOJ_CoRE,ZECKOJ,CoRE,Real,Grand Canonical Monte Carlo,0.67,3195.9,2146.2,0.77,1.14,10.01,7.76,3.47,25.82,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TASZEU_CoRE,TASZEU,CoRE,Real,Grand Canonical Monte Carlo,0.56,3185.5,1782.6,0.78,1.36,12.15,10.92,4.07,25.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XICZAM_CoRE,XICZAM,CoRE,Real,Grand Canonical Monte Carlo,1.26,1413.8,1783.9,0.75,0.59,19.52,6.65,1.93,25.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OWITIY_CoRE,OWITIY,CoRE,Real,Grand Canonical Monte Carlo,0.59,5124.41,3048.9,0.77,1.3,7.66,5.8,3.82,25.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
